MX.5P_brkpt,MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
0.88,0.65,40.73,1.19,1.29,1.99,0.26,0.09,1505.11,44.38,1250,12
3.07,1.96,39.93,3.56,4.42,1.86,0.33,0.09,927,35.7,893.56,1
3.75,2.33,39.93,3.72,3.9,1.41,0.33,0.1,927,35.7,893.56,2
9.73,4.95,39.93,5.39,8.49,2.96,0.4,0.11,927,35.7,893.56,3
17.09,8.84,39.93,9.48,12.68,2.13,0.42,0.13,927,35.7,893.56,4
20.08,9.95,39.93,8.21,10.73,1.88,0.31,0.17,927,35.7,893.56,5
22.56,12.33,39.93,6.26,9.62,2.89,0.43,0.12,927,35.7,893.56,6
21.22,13.09,39.93,8.29,10.01,1.6,0.38,0.14,927,35.7,893.56,7
31.65,15.74,39.93,7.99,12.53,3.49,0.48,0.17,927,35.7,893.56,8
16.91,9.01,39.93,6.33,8.57,2.28,0.48,0.14,927,35.7,893.56,9
18.07,10.17,39.93,8.32,10.97,1.67,0.39,0.11,927,35.7,893.56,10
6.48,3.59,39.93,5.6,14.04,4.18,0.33,0.06,927,35.7,893.56,11
4.13,2.52,39.93,3.36,5.61,2.46,0.3,0.08,927,35.7,893.56,12
6.04,4.25,41.59,3.28,4.07,2.28,0.53,0.27,47.27,48.79,1.97,1
4.44,3.15,41.59,2.41,2.77,2.04,0.42,0.34,47.27,48.79,1.97,2
4.55,3.14,41.59,3.38,3.8,2.23,0.47,0.37,47.27,48.79,1.97,3
7.01,4.31,41.59,3.1,3.98,3.09,0.32,0.32,47.27,48.79,1.97,4
4.5,2.98,41.59,3.25,4.2,2.63,0.41,0.2,47.27,48.79,1.97,5
5.46,3.28,41.59,2.82,3.72,1.74,0.29,0.16,47.27,48.79,1.97,6
2.88,1.93,41.59,2.59,3.26,1.73,0.27,0.08,47.27,48.79,1.97,7
3.7,2.34,41.59,2.82,3.25,1.62,0.41,0.08,47.27,48.79,1.97,8
4.95,3.26,41.59,2.32,3.25,1.9,0.45,0.2,47.27,48.79,1.97,9
8.96,5.19,41.59,3.08,4.65,2.67,0.47,0.37,47.27,48.79,1.97,10
7.99,5.05,41.59,3.71,5.14,2.65,0.58,0.28,47.27,48.79,1.97,11
5.96,3.49,41.59,3.75,5,2.89,0.54,0.3,47.27,48.79,1.97,12
3.13,1.97,82.66,2.54,3.35,2.03,0.26,0.1,430.49,37.75,914.07,1
12.06,6.93,82.66,5.18,8.37,3.82,0.31,0.13,430.49,37.75,914.07,2
13.79,8.78,82.66,7.46,10.94,2.07,0.47,0.16,430.49,37.75,914.07,3
24.33,14.29,82.66,8.09,12.91,3.16,0.41,0.25,430.49,37.75,914.07,4
40.68,21.13,82.66,12.33,14.56,1.37,0.5,0.26,430.49,37.75,914.07,5
47.06,24.79,82.66,14.03,13.62,0.96,0.38,0.23,430.49,37.75,914.07,6
49.27,22.49,82.66,11.21,14.58,2.36,0.39,0.17,430.49,37.75,914.07,7
41.34,23.39,82.66,11.36,15.11,1.57,0.38,0.23,430.49,37.75,914.07,8
30.49,17.24,82.66,11.54,24.39,4.5,0.36,0.19,430.49,37.75,914.07,9
19.25,10.84,82.66,9.61,12.07,2.59,0.38,0.17,430.49,37.75,914.07,10
11.08,6.5,82.66,6.23,9.62,2.89,0.47,0.1,430.49,37.75,914.07,11
7.36,4.79,82.66,5.38,8.33,2.2,0.22,0.14,430.49,37.75,914.07,12
30.57,15.71,108.63,8.91,13.22,2.63,0.43,0.18,3.79,29.73,2.41,1
37.5,20.51,108.63,13.32,20.2,2.66,0.35,0.19,3.79,29.73,2.41,2
28.84,15.04,108.63,13.89,16.28,1.56,0.38,0.14,3.79,29.73,2.41,3
27.19,14,108.63,13.12,20.7,2.85,0.34,0.13,3.79,29.73,2.41,4
28.77,15.51,108.63,6.1,12.55,3.5,0.41,0.1,3.79,29.73,2.41,5
26.26,15.51,108.63,13.16,27.1,3.97,0.49,0.2,3.79,29.73,2.41,6
43.24,23.27,108.63,9.24,16.82,5.08,0.57,0.37,3.79,29.73,2.41,7
49.29,22.77,108.63,12.23,16.3,2.24,0.59,0.4,3.79,29.73,2.41,8
35.93,19.35,108.63,10.86,18.06,2.29,0.53,0.3,3.79,29.73,2.41,9
33.25,19.43,108.63,6.92,22.38,6.25,0.64,0.15,3.79,29.73,2.41,10
29.87,19.55,108.63,11.44,27.39,4.07,0.6,0.11,3.79,29.73,2.41,11
31.33,17.13,108.63,8.19,15.82,4.79,0.41,0.19,3.79,29.73,2.41,12
22.57,12.98,85.2,9.13,14.47,2.38,0.44,0.24,24.94,31.33,176.08,1
26.83,14.93,85.2,10.5,16.71,2.93,0.45,0.23,24.94,31.33,176.08,2
23.23,11.86,85.2,9.18,13.64,2.5,0.49,0.17,24.94,31.33,176.08,3
27.17,13.88,85.2,11.27,23.33,4.97,0.46,0.18,24.94,31.33,176.08,4
23.56,12.67,85.2,7.89,11.04,2.51,0.56,0.12,24.94,31.33,176.08,5
23.32,11.17,85.2,7.65,10.75,2.09,0.58,0.13,24.94,31.33,176.08,6
41.41,23.22,85.2,11.28,15.99,2.94,0.45,0.17,24.94,31.33,176.08,7
29.33,14.51,85.2,9.21,14.02,2.26,0.52,0.18,24.94,31.33,176.08,8
19.69,11.1,85.2,10.35,17.49,2.8,0.44,0.17,24.94,31.33,176.08,9
34.76,16.73,85.2,10.39,22.12,3.25,0.45,0.2,24.94,31.33,176.08,10
19.02,12.71,85.2,8.22,13.44,2.44,0.4,0.23,24.94,31.33,176.08,11
34.35,21.17,85.2,9.98,16.2,2.61,0.52,0.3,24.94,31.33,176.08,12
17.26,9.09,67.03,10.03,13.55,2.99,0.22,0.18,57.58,31.54,156.75,1
28.5,15.66,67.03,11.8,16.55,2.05,0.28,0.17,57.58,31.54,156.75,2
19.67,10.49,67.03,7.96,9.61,1.63,0.36,0.14,57.58,31.54,156.75,3
25.17,14.84,67.03,10.58,13.81,2.01,0.32,0.14,57.58,31.54,156.75,4
19.76,10.71,67.03,5.83,9.17,2.53,0.37,0.11,57.58,31.54,156.75,5
44.82,23.12,67.03,10.98,14.5,2.32,0.43,0.17,57.58,31.54,156.75,6
34.97,17.55,67.03,8.25,12.89,4.02,0.37,0.21,57.58,31.54,156.75,7
49.96,25.08,67.03,9.59,12.32,1.96,0.36,0.21,57.58,31.54,156.75,8
14.89,7.95,67.03,6.42,10.89,3.43,0.38,0.11,57.58,31.54,156.75,9
20.66,11.04,67.03,4.41,6.85,3.1,0.38,0.09,57.58,31.54,156.75,10
16.97,9.01,67.03,10.53,16.09,2.09,0.29,0.09,57.58,31.54,156.75,11
29.3,16.46,67.03,14.54,19.62,2.46,0.32,0.17,57.58,31.54,156.75,12
10.13,6.38,71.16,5.96,8.69,2.06,0.42,0.21,255.01,39.13,804.37,1
13.88,7.89,71.16,5.21,7.82,3.15,0.35,0.23,255.01,39.13,804.37,2
16.82,9.62,71.16,7.89,9.22,1.39,0.35,0.24,255.01,39.13,804.37,3
23.49,11.75,71.16,9.38,9.81,1.13,0.44,0.26,255.01,39.13,804.37,4
24.3,12.69,71.16,6.69,10.57,2.93,0.48,0.29,255.01,39.13,804.37,5
41.53,21.16,71.16,10.38,13.07,1.89,0.41,0.26,255.01,39.13,804.37,6
31.72,16.36,71.16,6.33,8.52,1.69,0.37,0.28,255.01,39.13,804.37,7
28.2,13.48,71.16,6.06,10.42,2.49,0.35,0.19,255.01,39.13,804.37,8
22.59,13.75,71.16,6.73,10.35,2.58,0.38,0.25,255.01,39.13,804.37,9
15.94,10.11,71.16,7.48,10.05,2.01,0.42,0.23,255.01,39.13,804.37,10
14.03,8.63,71.16,7.82,9.58,1.81,0.4,0.2,255.01,39.13,804.37,11
14.81,8.88,71.16,6.54,11.76,4.54,0.44,0.31,255.01,39.13,804.37,12
3.92,2.81,17.15,7.97,13.44,3.25,0.53,0.06,1252.39,37.37,310.67,1
4.17,2.8,17.15,6.11,6.45,1.36,0.37,0.07,1252.39,37.37,310.67,2
2.55,1.65,17.15,2.28,4,3.48,0.4,0.06,1252.39,37.37,310.67,3
3.41,1.87,17.15,3.11,5.12,2.59,0.24,0.05,1252.39,37.37,310.67,4
2.89,1.16,17.15,1.57,2.81,4.27,0.51,0.06,1252.39,37.37,310.67,5
3.83,1.83,17.15,4.93,8.83,3,0.34,0.04,1252.39,37.37,310.67,6
6.2,2.62,17.15,2.3,3.03,2.41,0.39,0.06,1252.39,37.37,310.67,7
2.47,0.88,17.15,2.14,3.65,3.41,0.59,0.03,1252.39,37.37,310.67,8
1.57,0.73,17.15,1.81,3.01,3.27,0.36,0.03,1252.39,37.37,310.67,9
5.57,2.86,17.15,4.11,6.21,2.69,0.44,0.08,1252.39,37.37,310.67,10
3.29,1.51,17.15,3.64,4.5,1.86,0.31,0.04,1252.39,37.37,310.67,11
5.44,3.38,17.15,6.97,12.77,4.36,0.31,0.08,1252.39,37.37,310.67,12
20.9,12.81,90.1,9.98,14.09,2.14,0.44,0.19,92.06,31.15,154.61,1
30.01,16.36,90.1,10.14,19.18,3.99,0.39,0.24,92.06,31.15,154.61,2
38.73,21.39,90.1,12.02,17.65,3.48,0.55,0.14,92.06,31.15,154.61,3
34.77,20.11,90.1,11.29,28.82,6.01,0.4,0.22,92.06,31.15,154.61,4
28.95,15.82,90.1,8.38,13.71,4.5,0.49,0.18,92.06,31.15,154.61,5
38.24,19.97,90.1,12.47,17.87,2.5,0.5,0.17,92.06,31.15,154.61,6
39.16,20.4,90.1,11.48,18.67,3.81,0.45,0.19,92.06,31.15,154.61,7
32.11,16.38,90.1,10.96,16.87,2.45,0.54,0.22,92.06,31.15,154.61,8
33.61,17.92,90.1,7.88,15.52,3.75,0.45,0.15,92.06,31.15,154.61,9
29.63,16.95,90.1,12.57,22.96,3.35,0.47,0.19,92.06,31.15,154.61,10
26.03,15.81,90.1,9.19,15.93,2.77,0.29,0.19,92.06,31.15,154.61,11
24.32,12.18,90.1,10.14,13.95,3.08,0.45,0.22,92.06,31.15,154.61,12
5.7,3.55,38.34,4.81,6.42,2.31,0.51,0.17,361.46,39.3,264.74,1
4.64,2.9,38.34,3.42,4.12,1.99,0.31,0.14,361.46,39.3,264.74,2
8.61,5.04,38.34,6.32,7.02,1.29,0.44,0.1,361.46,39.3,264.74,3
9.81,6.17,38.34,5.91,7.84,1.84,0.41,0.13,361.46,39.3,264.74,4
11.25,5.32,38.34,5.62,6.98,1.75,0.34,0.11,361.46,39.3,264.74,5
18.6,10.18,38.34,7.82,9.53,1.92,0.36,0.09,361.46,39.3,264.74,6
20.78,10.74,38.34,8.68,9.63,1.19,0.4,0.13,361.46,39.3,264.74,7
18.98,11.35,38.34,5.64,11.24,3.5,0.35,0.11,361.46,39.3,264.74,8
12.75,6.6,38.34,5.62,8.42,3.16,0.42,0.15,361.46,39.3,264.74,9
6.88,4.41,38.34,6.3,10.65,2.83,0.31,0.13,361.46,39.3,264.74,10
4.8,3.33,38.34,5.02,7.54,3.15,0.26,0.1,361.46,39.3,264.74,11
6.87,4.42,38.34,6.17,7.21,1.39,0.48,0.14,361.46,39.3,264.74,12
3.5,1.96,47.01,1.79,2.75,3.44,0.12,0.08,1423.56,40.17,1336.54,1
0.94,0.66,47.01,1,1.21,3.33,0.19,0.11,1423.56,40.17,1336.54,2
4.41,2.71,47.01,2.45,4.73,3.71,0.35,0.13,1423.56,40.17,1336.54,3
5.12,3.44,47.01,4.59,7.18,2.75,0.51,0.21,1423.56,40.17,1336.54,4
18.63,9.47,47.01,5.63,7.25,2.2,0.55,0.29,1423.56,40.17,1336.54,5
16.66,7.84,47.01,6.05,7.38,1.96,0.42,0.21,1423.56,40.17,1336.54,6
26.2,13.88,47.01,5.91,7.34,1.82,0.52,0.24,1423.56,40.17,1336.54,7
23.23,11.1,47.01,5.25,7.77,2.5,0.53,0.24,1423.56,40.17,1336.54,8
9.91,5.53,47.01,4.15,5.6,1.98,0.41,0.16,1423.56,40.17,1336.54,9
4.8,2.84,47.01,4,4.84,1.52,0.35,0.11,1423.56,40.17,1336.54,10
2.45,1.55,47.01,2.54,2.8,2.09,0.29,0.08,1423.56,40.17,1336.54,11
0.99,0.73,47.01,1.24,1.27,1.57,0.14,0.08,1423.56,40.17,1336.54,12
17.16,10.3,90.73,9.09,12.07,2.17,0.54,0.22,234.1,34.5,277.59,1
16.62,9.53,90.73,7.8,9.2,1.92,0.47,0.26,234.1,34.5,277.59,2
16.14,9.23,90.73,8.68,10.81,2.03,0.43,0.27,234.1,34.5,277.59,3
21.12,11.62,90.73,9.1,12.17,2.34,0.4,0.25,234.1,34.5,277.59,4
33.64,16.88,90.73,8.62,11.57,2.59,0.5,0.21,234.1,34.5,277.59,5
34.67,17.44,90.73,8.37,14.65,3.53,0.48,0.24,234.1,34.5,277.59,6
43.31,24.36,90.73,9.66,13.12,2.16,0.57,0.24,234.1,34.5,277.59,7
30.51,15.71,90.73,7.93,12.83,2.71,0.43,0.27,234.1,34.5,277.59,8
28.89,14.01,90.73,8.08,11.62,2.19,0.48,0.2,234.1,34.5,277.59,9
21.93,13.46,90.73,8.94,16.14,3.05,0.39,0.24,234.1,34.5,277.59,10
16.8,7.99,90.73,8.83,12.6,2.29,0.51,0.17,234.1,34.5,277.59,11
18.47,12.49,90.73,10.48,13.97,1.77,0.56,0.27,234.1,34.5,277.59,12
4.69,3.07,106.46,2.54,3.58,3.19,0.41,0.14,281.89,41.99,1347.17,1
4.79,2.83,106.46,2.66,3.93,2.51,0.3,0.18,281.89,41.99,1347.17,2
13.42,7.57,106.46,5.67,7.54,1.99,0.46,0.21,281.89,41.99,1347.17,3
20.82,11.88,106.46,9.83,13.13,2.3,0.56,0.3,281.89,41.99,1347.17,4
41.85,23.86,106.46,11.09,14.88,2.23,0.55,0.3,281.89,41.99,1347.17,5
35.58,19.1,106.46,10.92,13.96,1.96,0.55,0.3,281.89,41.99,1347.17,6
44.08,22.41,106.46,9.15,11.1,1.78,0.56,0.27,281.89,41.99,1347.17,7
44.22,22.85,106.46,8.97,14.46,3.23,0.55,0.35,281.89,41.99,1347.17,8
29.18,19.37,106.46,9.15,12.13,1.92,0.43,0.3,281.89,41.99,1347.17,9
19.5,10.77,106.46,8.57,11.81,2.53,0.52,0.23,281.89,41.99,1347.17,10
8.7,5.19,106.46,6.3,8.89,1.92,0.47,0.16,281.89,41.99,1347.17,11
6.47,4.26,106.46,5.22,9,3.22,0.38,0.17,281.89,41.99,1347.17,12
1.37,0.81,42.46,1.37,1.3,0.83,0.13,0.04,1196.29,42.06,1514.71,1
2.63,1.54,42.46,1.82,2.69,3.4,0.34,0.13,1196.29,42.06,1514.71,2
3.64,1.98,42.46,3.16,6.13,3.57,0.31,0.14,1196.29,42.06,1514.71,3
8.72,5.46,42.46,4.9,7.24,3.28,0.47,0.23,1196.29,42.06,1514.71,4
14.08,7.63,42.46,5.99,8.37,2.28,0.56,0.25,1196.29,42.06,1514.71,5
26.49,12.81,42.46,6.14,8.16,2.53,0.51,0.22,1196.29,42.06,1514.71,6
20.36,10.34,42.46,5.2,6.05,1.85,0.54,0.19,1196.29,42.06,1514.71,7
26.7,12.2,42.46,5.14,7.42,2.7,0.41,0.22,1196.29,42.06,1514.71,8
11.09,5.24,42.46,3.72,5.08,2.52,0.49,0.17,1196.29,42.06,1514.71,9
6.58,4.18,42.46,3.63,6.46,4.38,0.49,0.17,1196.29,42.06,1514.71,10
2.59,1.63,42.46,2.6,3.58,2.24,0.35,0.1,1196.29,42.06,1514.71,11
1.43,0.82,42.46,1.16,1.12,1.01,0.39,0.07,1196.29,42.06,1514.71,12
15.42,8.82,82.06,7.36,9.75,1.98,0.53,0.18,240.72,35.2,267.12,1
12.63,7.64,82.06,6.56,8.23,2.17,0.4,0.25,240.72,35.2,267.12,2
13.13,8.47,82.06,7.46,9.13,2.25,0.5,0.25,240.72,35.2,267.12,3
16.74,9.18,82.06,9.19,12.93,1.94,0.48,0.17,240.72,35.2,267.12,4
30.93,18.44,82.06,9.64,13.24,1.83,0.54,0.21,240.72,35.2,267.12,5
26.92,14.18,82.06,6.48,9.23,2.23,0.55,0.23,240.72,35.2,267.12,6
37.08,20.04,82.06,6.93,10.65,2,0.52,0.28,240.72,35.2,267.12,7
37.4,18.58,82.06,8.16,16.63,4.42,0.5,0.23,240.72,35.2,267.12,8
32.21,17.39,82.06,9.1,12.4,2.04,0.55,0.21,240.72,35.2,267.12,9
15.25,8.53,82.06,6.77,9.46,2.31,0.46,0.21,240.72,35.2,267.12,10
15.93,9.53,82.06,11,14.54,1.88,0.4,0.18,240.72,35.2,267.12,11
13.67,8.91,82.06,9.24,12.58,1.89,0.53,0.26,240.72,35.2,267.12,12
3.21,2.46,25.02,2.46,2.89,1.72,0.47,0.15,1332.77,41.49,291.45,1
3.23,2.09,25.02,2.31,2.25,1.3,0.46,0.22,1332.77,41.49,291.45,2
3.93,2.74,25.02,2.58,3.29,2.88,0.58,0.2,1332.77,41.49,291.45,3
5.81,3.59,25.02,3.29,4.16,2.28,0.43,0.25,1332.77,41.49,291.45,4
4.55,3.22,25.02,3.47,4.2,2.63,0.6,0.15,1332.77,41.49,291.45,5
5.19,2.73,25.02,2.94,3.08,1.61,0.36,0.09,1332.77,41.49,291.45,6
6.5,2.07,25.02,2.83,3.85,2.32,0.33,0.05,1332.77,41.49,291.45,7
3.12,1.21,25.02,1.94,1.52,1.63,0.25,0.05,1332.77,41.49,291.45,8
3.1,1.74,25.02,3.38,3.23,1.56,0.36,0.06,1332.77,41.49,291.45,9
6.31,4.06,25.02,4.38,4.81,1.81,0.58,0.12,1332.77,41.49,291.45,10
4.51,2.42,25.02,2.88,2.6,1.21,0.55,0.19,1332.77,41.49,291.45,11
4.32,3.12,25.02,3.59,4.41,3.08,0.56,0.19,1332.77,41.49,291.45,12
18,9.73,68.22,8.73,15.85,2.84,0.43,0.15,197.52,29.71,173.17,1
13.27,6.69,68.22,6.05,9.2,1.82,0.33,0.11,197.52,29.71,173.17,2
27.46,12.43,68.22,8.43,14.39,3.68,0.49,0.16,197.52,29.71,173.17,3
26.42,14.09,68.22,7.43,11.31,2.57,0.43,0.16,197.52,29.71,173.17,4
32.79,17.44,68.22,8.87,11.84,1.74,0.49,0.19,197.52,29.71,173.17,5
17.36,9.82,68.22,7.71,9.2,2.04,0.52,0.13,197.52,29.71,173.17,6
26.43,14.45,68.22,15.76,30.74,4.08,0.6,0.11,197.52,29.71,173.17,7
19.22,10.56,68.22,15.82,29.48,2.9,0.53,0.1,197.52,29.71,173.17,8
33.62,17.39,68.22,11.91,16.71,1.93,0.53,0.16,197.52,29.71,173.17,9
20,9.31,68.22,10.56,16.82,2.36,0.35,0.11,197.52,29.71,173.17,10
13.05,7.41,68.22,5.15,9.24,2.75,0.48,0.12,197.52,29.71,173.17,11
13.49,7.25,68.22,5.72,11.65,4.47,0.45,0.16,197.52,29.71,173.17,12
3.45,2.57,30.62,2.78,3.51,2.52,0.46,0.2,355.38,46.09,336.81,1
4.02,3.04,30.62,2.72,3.17,2.12,0.49,0.26,355.38,46.09,336.81,2
6.15,3.86,30.62,3.32,3.79,1.71,0.56,0.29,355.38,46.09,336.81,3
6.26,4.07,30.62,3.46,3.72,1.29,0.45,0.22,355.38,46.09,336.81,4
10.19,5.61,30.62,3.66,6.32,3.98,0.44,0.19,355.38,46.09,336.81,5
5.34,3.26,30.62,3.41,3.65,1.71,0.34,0.14,355.38,46.09,336.81,6
3.5,1.3,30.62,2.83,3.93,2.87,0.32,0.05,355.38,46.09,336.81,7
2.36,1.15,30.62,2.63,4.9,3.61,0.15,0.05,355.38,46.09,336.81,8
5.58,3.1,30.62,3.33,4.18,2.3,0.44,0.08,355.38,46.09,336.81,9
4.69,3.36,30.62,3.5,4.05,1.5,0.47,0.21,355.38,46.09,336.81,10
5.36,3.78,30.62,3.18,3.25,1.91,0.4,0.32,355.38,46.09,336.81,11
4.36,3.05,30.62,3.66,5.51,3.8,0.56,0.29,355.38,46.09,336.81,12
13.1,6.46,64.17,5.24,10.58,3.08,0.52,0.15,51.82,27.74,42.78,1
6.47,3.36,64.17,3.24,7.22,5.47,0.4,0.19,51.82,27.74,42.78,2
26.56,13.92,64.17,8.22,13.65,2.58,0.48,0.13,51.82,27.74,42.78,3
25.85,12.12,64.17,6.33,11.05,2.97,0.45,0.13,51.82,27.74,42.78,4
51.95,27.92,64.17,15.37,24.53,2.14,0.41,0.13,51.82,27.74,42.78,5
28.99,16.35,64.17,8.22,25.48,7.26,0.51,0.14,51.82,27.74,42.78,6
23.38,14.61,64.17,10.95,21.53,3.67,0.56,0.15,51.82,27.74,42.78,7
23.75,11.11,64.17,6.43,9.32,2.24,0.56,0.14,51.82,27.74,42.78,8
41.5,21.27,64.17,10.08,16.08,2.43,0.47,0.27,51.82,27.74,42.78,9
28.5,16.7,64.17,6.06,11.63,3.85,0.36,0.16,51.82,27.74,42.78,10
8.72,4.81,64.17,3.71,8.21,4.3,0.42,0.13,51.82,27.74,42.78,11
10.03,5.75,64.17,4.49,10.47,5.97,0.4,0.17,51.82,27.74,42.78,12
1.2,1.38,38.09,5.95,11.78,2.32,0.52,0.15,923.46,45.6,1437.26,1
4.12,2.36,38.09,1.39,2.58,5,0.4,0.19,923.46,45.6,1437.26,2
3.08,5.46,38.09,2.42,4.41,3.93,0.42,0.17,923.46,45.6,1437.26,3
6.28,3.99,38.09,3.68,5.59,2.59,0.49,0.25,923.46,45.6,1437.26,4
13.03,6.69,38.09,5.11,5.88,1.95,0.52,0.26,923.46,45.6,1437.26,5
17.07,9.6,38.09,5.41,7.08,2.46,0.44,0.29,923.46,45.6,1437.26,6
25.98,13.11,38.09,6.61,9.98,2.09,0.26,0.22,923.46,45.6,1437.26,7
13.98,8.3,38.09,5.24,6.92,2.67,0.37,0.22,923.46,45.6,1437.26,8
9.46,5.99,38.09,4.91,8.71,3.21,0.38,0.16,923.46,45.6,1437.26,9
4.79,4.64,38.09,3.78,5.63,2.06,0.4,0.14,923.46,45.6,1437.26,10
1.46,0.86,38.09,1.33,1.52,2.12,0.3,0.12,923.46,45.6,1437.26,11
2.26,1.42,38.09,2.36,4.62,4.8,0.4,0.18,923.46,45.6,1437.26,12
18.78,10.25,126.25,6.31,8.91,2.07,0.38,0.21,19.34,28.47,19.42,1
19.23,10.75,126.25,5.55,7.65,1.92,0.33,0.2,19.34,28.47,19.42,2
32.93,15.81,126.25,12.11,18.06,2.42,0.31,0.15,19.34,28.47,19.42,3
22.02,10.31,126.25,6.54,9.51,2.5,0.33,0.13,19.34,28.47,19.42,4
55.08,29.58,126.25,14.48,21.09,2.12,0.46,0.16,19.34,28.47,19.42,5
53.55,29.95,126.25,13.67,25.18,6.08,0.54,0.27,19.34,28.47,19.42,6
57.86,30.71,126.25,12.92,15.7,2.13,0.66,0.36,19.34,28.47,19.42,7
52.94,26.03,126.25,11.8,15.02,2.59,0.58,0.41,19.34,28.47,19.42,8
52.63,27.17,126.25,9.73,15.75,2.76,0.53,0.26,19.34,28.47,19.42,9
22.37,11.02,126.25,8.07,8.69,1.59,0.47,0.13,19.34,28.47,19.42,10
19.27,9.85,126.25,7.27,11.89,2.54,0.36,0.12,19.34,28.47,19.42,11
23.05,12.38,126.25,6.27,12.49,3.9,0.24,0.15,19.34,28.47,19.42,12
7.14,4.6,73.37,7.04,8.85,1.39,0.42,0.18,37.81,42.47,17.52,1
6.4,4.72,73.37,7.19,11.22,2.95,0.45,0.22,37.81,42.47,17.52,2
7.13,4.6,73.37,8.17,11.53,3.05,0.48,0.22,37.81,42.47,17.52,3
8.91,5.56,73.37,7.96,9.86,1.66,0.57,0.19,37.81,42.47,17.52,4
11.75,6.88,73.37,4.89,6.14,2.35,0.59,0.26,37.81,42.47,17.52,5
22.07,11.14,73.37,5.74,8.22,2.4,0.62,0.28,37.81,42.47,17.52,6
32.06,16.35,73.37,6.3,10.5,3.31,0.61,0.27,37.81,42.47,17.52,7
18.54,10.01,73.37,5.99,11.34,3.2,0.46,0.27,37.81,42.47,17.52,8
16.68,10.96,73.37,7.33,12.26,3.52,0.45,0.27,37.81,42.47,17.52,9
16.91,11.26,73.37,8.35,11.46,2.11,0.52,0.25,37.81,42.47,17.52,10
7.69,5.1,73.37,6.12,7.63,2.6,0.43,0.22,37.81,42.47,17.52,11
9.4,6.02,73.37,6.45,8.98,3.83,0.54,0.29,37.81,42.47,17.52,12
21.79,13.03,67.21,9.91,16.02,2.95,0.31,0.17,6.25,30.04,22.42,1
18.12,10.04,67.21,7.74,9.26,1.56,0.23,0.22,6.25,30.04,22.42,2
24.18,11.95,67.21,8.51,12.11,2.11,0.39,0.14,6.25,30.04,22.42,3
43.54,24.43,67.21,11.34,15.18,1.48,0.41,0.18,6.25,30.04,22.42,4
44.33,21.18,67.21,14.31,18.93,2.37,0.52,0.11,6.25,30.04,22.42,5
30.68,18.5,67.21,10.52,13.79,1.94,0.52,0.19,6.25,30.04,22.42,6
25.15,12.53,67.21,8.7,18.52,5.26,0.47,0.2,6.25,30.04,22.42,7
33.61,17.34,67.21,9.18,15.82,2.93,0.49,0.18,6.25,30.04,22.42,8
34.53,16.87,67.21,7.8,12.3,2.44,0.42,0.15,6.25,30.04,22.42,9
37.56,21.73,67.21,13.01,24,2.91,0.28,0.14,6.25,30.04,22.42,10
28.49,15.63,67.21,10.3,21.54,4.51,0.29,0.14,6.25,30.04,22.42,11
22.1,13.19,67.21,8.61,18.46,4.5,0.26,0.23,6.25,30.04,22.42,12
11.16,5.66,133.62,4.95,7.77,2.19,0.18,0.11,1.54,26.15,3.35,1
16.48,9.03,133.62,6.91,10.49,2.01,0.29,0.09,1.54,26.15,3.35,2
20.72,8.13,133.62,6.21,7.63,1.45,0.17,0.08,1.54,26.15,3.35,3
27.56,13.95,133.62,11.16,13.86,1.76,0.29,0.11,1.54,26.15,3.35,4
38.45,20.22,133.62,8.18,10.67,3.46,0.37,0.17,1.54,26.15,3.35,5
50.08,25.48,133.62,10.75,12.43,1.79,0.56,0.31,1.54,26.15,3.35,6
53.63,27.83,133.62,10.61,14.07,2.87,0.59,0.37,1.54,26.15,3.35,7
55.82,35.43,133.62,12.38,18.25,4.21,0.62,0.41,1.54,26.15,3.35,8
65.02,32.03,133.62,12.82,16.27,2,0.55,0.35,1.54,26.15,3.35,9
32.12,16.26,133.62,10.09,16.92,2.61,0.48,0.1,1.54,26.15,3.35,10
12.54,5.5,133.62,5.5,8.15,2.05,0.14,0.06,1.54,26.15,3.35,11
17.36,8.46,133.62,6.1,11.41,2.11,0.22,0.1,1.54,26.15,3.35,12
1.65,1.3,57.62,1.18,2.03,3.59,0.49,0.34,353.66,45.67,1301.34,1
4.87,3.43,57.62,3.06,8.96,7.32,0.44,0.3,353.66,45.67,1301.34,2
5.52,3.61,57.62,3.05,4.37,1.83,0.34,0.29,353.66,45.67,1301.34,3
11.88,7.68,57.62,5.72,8.69,4.05,0.51,0.22,353.66,45.67,1301.34,4
19.67,11.47,57.62,5.86,8.66,3.07,0.5,0.24,353.66,45.67,1301.34,5
29.23,16.89,57.62,8.31,14.58,4.56,0.38,0.28,353.66,45.67,1301.34,6
26.27,14.46,57.62,6.23,10.55,4.45,0.38,0.28,353.66,45.67,1301.34,7
35.38,19.34,57.62,7.34,12.85,3.19,0.39,0.27,353.66,45.67,1301.34,8
18.53,11.57,57.62,7.5,9.17,1.65,0.54,0.2,353.66,45.67,1301.34,9
8.78,5.24,57.62,7.18,8.83,2.03,0.5,0.21,353.66,45.67,1301.34,10
3.01,1.98,57.62,2.47,4.05,2.73,0.26,0.2,353.66,45.67,1301.34,11
2.7,2.08,57.62,1.67,2.51,2.57,0.53,0.3,353.66,45.67,1301.34,12
