MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
1.15,80.48,5.77,7.83,2.27,0.57,0.42,142.22,43.35,344.3,7
1,80.48,6.32,8.51,1.73,0.59,0.36,142.22,43.35,344.3,8
1.37,80.48,6.22,10.01,3.54,0.6,0.35,142.22,43.35,344.3,9
1.27,80.48,6.28,9.08,3.25,0.69,0.43,142.22,43.35,344.3,10
0.68,80.48,4.54,4.71,1.49,0.63,0.34,142.22,43.35,344.3,11
0.8,80.48,4.42,5.68,3.49,0.66,0.39,142.22,43.35,344.3,12
1.17,41.84,2.76,3.63,1.51,0.29,0.2,3.59,30.21,0.86,1
1.54,41.84,9.17,14.41,1.39,0.09,0.18,3.59,30.21,0.86,2
0.75,41.84,7.52,14.44,1.71,0.3,0.14,3.59,30.21,0.86,3
0.67,41.84,6.24,11.29,1.37,0.33,0.12,3.59,30.21,0.86,4
0.75,41.84,8.64,4.75,0.38,0,0.07,3.59,30.21,0.86,5
0.58,41.84,4.22,10.8,2.49,0.22,0.14,3.59,30.21,0.86,6
0.75,41.84,8.59,17.2,1.58,0,0.11,3.59,30.21,0.86,7
1.47,41.84,6.79,7.63,1.3,0.31,0.17,3.59,30.21,0.86,8
0.95,41.84,8.33,14.81,2.28,0.4,0.12,3.59,30.21,0.86,9
0.22,41.84,0.89,1.05,1.74,0.4,0.12,3.59,30.21,0.86,10
0.78,41.84,5.59,8.17,1.28,0,0.09,3.59,30.21,0.86,11
1.51,41.84,20.32,33.02,0.91,0.14,0.11,3.59,30.21,0.86,12
1.25,80.53,8.67,13.43,3.53,0.46,0.2,290.08,36.13,287.4,1
0.84,80.53,7.47,7.68,1.92,0.32,0.22,290.08,36.13,287.4,2
0.95,80.53,7.74,9.48,2.5,0.44,0.26,290.08,36.13,287.4,3
1.16,80.53,9.65,11.03,1.82,0.47,0.22,290.08,36.13,287.4,4
1.42,80.53,8.29,12.71,3.24,0.58,0.24,290.08,36.13,287.4,5
1.07,80.53,8.09,10.73,2.38,0.52,0.21,290.08,36.13,287.4,6
1.18,80.53,7.15,8.44,1.99,0.45,0.35,290.08,36.13,287.4,7
1.31,80.53,9.18,12.47,2.41,0.5,0.24,290.08,36.13,287.4,8
1.48,80.53,9.12,11.81,1.74,0.55,0.16,290.08,36.13,287.4,9
1.7,80.53,8.88,15.55,3.65,0.49,0.18,290.08,36.13,287.4,10
1,80.53,8.51,12.21,2.15,0.44,0.17,290.08,36.13,287.4,11
0.89,80.53,6.52,7.78,1.6,0.49,0.25,290.08,36.13,287.4,12
1.85,102.48,5.65,8.11,2.05,0.48,0.39,313.27,45.46,116.75,1
1.02,102.48,5.14,7.68,2.33,0.57,0.39,313.27,45.46,116.75,2
1.05,102.48,6.33,8.86,2.71,0.51,0.36,313.27,45.46,116.75,3
1.09,102.48,6.93,8.67,2.47,0.61,0.3,313.27,45.46,116.75,4
1.04,102.48,7.05,8.16,2.03,0.61,0.33,313.27,45.46,116.75,5
1.3,102.48,8.32,10.98,2.62,0.59,0.37,313.27,45.46,116.75,6
1.14,102.48,6.38,8.46,2.36,0.54,0.4,313.27,45.46,116.75,7
1.55,102.48,8.26,11.04,2.61,0.55,0.4,313.27,45.46,116.75,8
1.34,102.48,7.85,13.23,4.31,0.56,0.27,313.27,45.46,116.75,9
1.62,102.48,8.79,12.18,2.17,0.57,0.32,313.27,45.46,116.75,10
1.23,102.48,7.76,10.1,2.3,0.42,0.33,313.27,45.46,116.75,11
1.42,102.48,7.83,10.44,2.9,0.64,0.48,313.27,45.46,116.75,12
0.77,102.3,7.75,10.62,1.86,0.41,0.22,2.69,34.68,0.18,1
1,102.3,5.54,7.87,1.95,0.47,0.33,2.69,34.68,0.18,2
0.93,102.3,4.45,7.01,1.9,0.49,0.22,2.69,34.68,0.18,3
0.62,102.3,4.16,5.65,2.04,0.39,0.27,2.69,34.68,0.18,4
0.83,102.3,4.52,7.43,3.1,0.48,0.29,2.69,34.68,0.18,5
0.67,102.3,4.72,6.05,1.86,0.37,0.22,2.69,34.68,0.18,6
1.09,102.3,9.09,10.92,1.72,0.46,0.22,2.69,34.68,0.18,7
1.42,102.3,10.19,13.97,2.27,0.6,0.35,2.69,34.68,0.18,8
2.58,102.3,13.43,28.65,3.62,0.53,0.31,2.69,34.68,0.18,9
1.71,102.3,7.43,15.42,3.06,0.5,0.25,2.69,34.68,0.18,10
2.27,102.3,12.81,33.72,4.08,0.53,0.19,2.69,34.68,0.18,11
1.17,102.3,13.36,15.3,2.07,0.44,0.19,2.69,34.68,0.18,12
1.11,83.36,5.98,9.78,4.28,0.5,0.32,188.59,46.87,139.34,1
1.08,83.36,5.49,11.14,6.16,0.47,0.33,188.59,46.87,139.34,2
1.59,83.36,7.76,30.15,11.65,0.49,0.27,188.59,46.87,139.34,3
0.79,83.36,5.13,6.43,2.05,0.56,0.3,188.59,46.87,139.34,4
0.84,83.36,5.95,6.59,1.78,0.57,0.32,188.59,46.87,139.34,5
1.05,83.36,7.5,9.48,2.22,0.55,0.32,188.59,46.87,139.34,6
1.31,83.36,6.84,10.48,2.85,0.52,0.43,188.59,46.87,139.34,7
0.86,83.36,5.64,7.43,2.15,0.47,0.34,188.59,46.87,139.34,8
0.92,83.36,7.12,9.24,2.11,0.44,0.28,188.59,46.87,139.34,9
1.32,83.36,7.82,10.87,2.67,0.55,0.31,188.59,46.87,139.34,10
0.96,83.36,6.14,8.4,2.85,0.51,0.32,188.59,46.87,139.34,11
1.56,83.36,8.01,16.96,6.85,0.57,0.38,188.59,46.87,139.34,12
0.1,38.6,1.18,1.43,1.64,0.3,0.1,800.13,46.43,1238.78,1
0.11,38.6,1.21,1.28,1.7,0.19,0.12,800.13,46.43,1238.78,2
0.35,38.6,2.4,3.58,3.02,0.4,0.13,800.13,46.43,1238.78,3
0.81,38.6,4.22,9.06,5.15,0.4,0.22,800.13,46.43,1238.78,4
0.95,38.6,6.03,9.62,2.89,0.6,0.28,800.13,46.43,1238.78,5
0.63,38.6,4.23,6.07,2.61,0.46,0.24,800.13,46.43,1238.78,6
0.54,38.6,3.83,5.94,4.21,0.39,0.17,800.13,46.43,1238.78,7
0.54,38.6,3.29,5.35,3.16,0.47,0.21,800.13,46.43,1238.78,8
0.45,38.6,3.56,6,3.54,0.46,0.13,800.13,46.43,1238.78,9
0.43,38.6,3.01,4.2,1.99,0.37,0.17,800.13,46.43,1238.78,10
0.22,38.6,1.54,2.07,2.65,0.45,0.12,800.13,46.43,1238.78,11
0.08,38.6,0.84,0.99,3.42,0.18,0.11,800.13,46.43,1238.78,12
0.41,62.07,5.19,8.79,2.65,0.44,0.08,401.72,37.65,908.58,1
0.45,62.07,5.25,6.72,1.81,0.42,0.1,401.72,37.65,908.58,2
0.86,62.07,6.55,10.87,2.89,0.47,0.11,401.72,37.65,908.58,3
0.88,62.07,7.82,9.91,2.06,0.45,0.14,401.72,37.65,908.58,4
0.86,62.07,6.71,10.18,2.77,0.49,0.16,401.72,37.65,908.58,5
1.22,62.07,12.5,12.13,1.15,0.52,0.14,401.72,37.65,908.58,6
0.98,62.07,10.34,13.46,2.28,0.54,0.13,401.72,37.65,908.58,7
1.39,62.07,13.01,16.66,1.91,0.53,0.16,401.72,37.65,908.58,8
1.02,62.07,8.21,18.2,5.77,0.46,0.13,401.72,37.65,908.58,9
1.08,62.07,8.2,11.39,2.21,0.51,0.12,401.72,37.65,908.58,10
0.23,62.07,3.45,4,1.72,0.42,0.07,401.72,37.65,908.58,11
0.34,62.07,3.28,5.36,3.09,0.42,0.09,401.72,37.65,908.58,12
0.56,95.82,5.15,9.15,2.85,0.39,0.2,292.46,40.1,1119.41,1
0.78,95.82,5.45,8.34,2.55,0.37,0.22,292.46,40.1,1119.41,2
1.1,95.82,8.5,12.25,2.39,0.45,0.25,292.46,40.1,1119.41,3
1.19,95.82,9.61,11.37,1.98,0.49,0.29,292.46,40.1,1119.41,4
1.42,95.82,8.65,12.36,3.27,0.5,0.33,292.46,40.1,1119.41,5
1.91,95.82,14.45,18.25,2.62,0.48,0.27,292.46,40.1,1119.41,6
1.78,95.82,10.88,21.9,4.75,0.48,0.25,292.46,40.1,1119.41,7
1.64,95.82,9.6,14.33,4.39,0.4,0.27,292.46,40.1,1119.41,8
2.21,95.82,12.21,26.81,4.52,0.54,0.18,292.46,40.1,1119.41,9
1.51,95.82,9.37,13.16,2.34,0.45,0.26,292.46,40.1,1119.41,10
1.42,95.82,5.92,10.21,2.56,0.54,0.21,292.46,40.1,1119.41,11
0.83,95.82,4.82,7.4,2.46,0.42,0.25,292.46,40.1,1119.41,12
0.05,53.48,1.06,0.84,0.76,0.23,0.09,263.62,45.06,1175.39,1
0.16,53.48,1.89,2.17,2.34,0.24,0.09,263.62,45.06,1175.39,2
0.41,53.48,3.55,4.91,2.27,0.37,0.18,263.62,45.06,1175.39,3
0.74,53.48,5.11,6.69,2.84,0.44,0.25,263.62,45.06,1175.39,4
0.87,53.48,6.22,9.4,3.07,0.45,0.24,263.62,45.06,1175.39,5
0.98,53.48,6.64,8.02,1.92,0.4,0.25,263.62,45.06,1175.39,6
1.16,53.48,8.26,12.6,2.64,0.3,0.25,263.62,45.06,1175.39,7
1.22,53.48,8.6,11.45,1.88,0.39,0.24,263.62,45.06,1175.39,8
0.99,53.48,7.12,10.35,2.87,0.32,0.21,263.62,45.06,1175.39,9
0.81,53.48,7.01,9.07,2.33,0.45,0.15,263.62,45.06,1175.39,10
0.4,53.48,3.93,5.69,2.27,0.4,0.11,263.62,45.06,1175.39,11
0.36,53.48,2.19,3.06,2.85,0.38,0.14,263.62,45.06,1175.39,12
0.73,85.79,4.58,6.47,2.15,0.54,0.35,321.35,39.42,568.06,1
1.07,85.79,6.44,9.72,2.88,0.44,0.35,321.35,39.42,568.06,2
1.28,85.79,8.79,10.92,2.38,0.42,0.34,321.35,39.42,568.06,3
1.24,85.79,7.47,9.02,2.68,0.51,0.34,321.35,39.42,568.06,4
1.02,85.79,6.87,8.4,1.51,0.55,0.33,321.35,39.42,568.06,5
1.31,85.79,8.82,11.93,2.88,0.48,0.33,321.35,39.42,568.06,6
1.26,85.79,8.19,9.17,1.73,0.44,0.31,321.35,39.42,568.06,7
1.17,85.79,7.67,9.7,2.41,0.44,0.25,321.35,39.42,568.06,8
1.32,85.79,6.14,8.29,1.95,0.62,0.23,321.35,39.42,568.06,9
1.47,85.79,7.83,11.46,2.98,0.49,0.28,321.35,39.42,568.06,10
1.02,85.79,6.59,9.53,3.1,0.51,0.23,321.35,39.42,568.06,11
1.19,85.79,6.54,8.97,2.5,0.58,0.31,321.35,39.42,568.06,12
0.68,59.53,7.35,11.15,2.64,0.34,0.14,7.35,28.1,7.11,1
0.43,59.53,6.19,10.86,3.46,0.32,0.1,7.35,28.1,7.11,2
0.46,59.53,4.97,7.88,3.29,0.32,0.13,7.35,28.1,7.11,3
0.59,59.53,6.33,7.99,1.59,0.28,0.12,7.35,28.1,7.11,4
0.61,59.53,5.66,6.57,1.32,0.43,0.11,7.35,28.1,7.11,5
0.83,59.53,9.02,12.37,2.02,0.51,0.14,7.35,28.1,7.11,6
0.91,59.53,8.64,12.29,1.8,0.54,0.14,7.35,28.1,7.11,7
1.13,59.53,10.86,17.5,2.87,0.49,0.15,7.35,28.1,7.11,8
1.45,59.53,10.19,18.47,3.24,0.48,0.25,7.35,28.1,7.11,9
1.04,59.53,8.68,16.56,3.59,0.49,0.15,7.35,28.1,7.11,10
0.71,59.53,5.89,8.19,1.79,0.33,0.13,7.35,28.1,7.11,11
0.59,59.53,5.4,9.56,2.38,0.29,0.15,7.35,28.1,7.11,12
1.31,82.9,10.3,14.24,1.83,0.4,0.21,11.86,30.2,41.19,1
0.89,82.9,6.48,8.87,1.85,0.3,0.27,11.86,30.2,41.19,2
0.91,82.9,7.37,11.07,2.44,0.39,0.22,11.86,30.2,41.19,3
1.18,82.9,9.79,14.58,1.8,0.38,0.23,11.86,30.2,41.19,4
1.94,82.9,12.68,23.36,3.88,0.57,0.19,11.86,30.2,41.19,5
1.04,82.9,9.7,13.19,2.11,0.59,0.17,11.86,30.2,41.19,6
1.26,82.9,8.07,13.6,3.09,0.45,0.2,11.86,30.2,41.19,7
1.85,82.9,12.32,33.42,5.97,0.61,0.18,11.86,30.2,41.19,8
1.25,82.9,8.74,12.63,1.98,0.45,0.2,11.86,30.2,41.19,9
1.15,82.9,6.15,13.42,4.56,0.33,0.25,11.86,30.2,41.19,10
1.36,82.9,6.57,16.09,4.65,0.37,0.26,11.86,30.2,41.19,11
1.59,82.9,7.89,12.81,3.02,0.38,0.28,11.86,30.2,41.19,12
0.84,35.86,5.53,7.76,2.64,0.61,0.17,10.04,37.41,2.33,1
0.63,35.86,5.32,6.27,2.39,0.58,0.18,10.04,37.41,2.33,2
0.41,35.86,4.74,5.89,1.78,0.59,0.09,10.04,37.41,2.33,3
0.35,35.86,4.99,5.31,1.64,0.38,0.08,10.04,37.41,2.33,4
0.11,35.86,1.79,2.7,2.05,0.37,0.04,10.04,37.41,2.33,5
0.05,35.86,3.65,6.02,1.13,0.12,0.02,10.04,37.41,2.33,6
0,35.86,0.34,0.15,0.58,0.33,0.01,10.04,37.41,2.33,8
0.01,35.86,2.2,1.2,0.04,0.33,0.01,10.04,37.41,2.33,9
0.36,35.86,3.72,7.92,4.26,0.5,0.08,10.04,37.41,2.33,10
0.43,35.86,3.31,4.77,2.72,0.41,0.17,10.04,37.41,2.33,11
0.36,35.86,4.07,4.22,1.87,0.46,0.21,10.04,37.41,2.33,12
1.11,96.95,8.14,11.34,2.09,0.45,0.21,76.94,35.83,618.22,1
1.63,96.95,9.28,14.15,2.28,0.44,0.21,76.94,35.83,618.22,2
1.59,96.95,10.26,14.54,2.62,0.55,0.26,76.94,35.83,618.22,3
1.61,96.95,12.02,14.8,1.53,0.4,0.29,76.94,35.83,618.22,4
1.71,96.95,11.99,16.75,2.19,0.51,0.29,76.94,35.83,618.22,5
0.94,96.95,7.74,11.29,2.09,0.43,0.16,76.94,35.83,618.22,6
1.47,96.95,8.56,13.24,2.47,0.42,0.23,76.94,35.83,618.22,7
1.29,96.95,8.98,12.04,1.95,0.54,0.17,76.94,35.83,618.22,8
1.23,96.95,8.18,12.9,2.35,0.41,0.2,76.94,35.83,618.22,9
1.21,96.95,8.62,12.49,3.07,0.51,0.22,76.94,35.83,618.22,10
1.44,96.95,10.31,17.29,2.87,0.53,0.22,76.94,35.83,618.22,11
2.07,96.95,12.26,21.17,4.5,0.49,0.22,76.94,35.83,618.22,12
0.5,34.05,7.39,9.55,1.99,0.43,0.09,281.84,34.06,56.07,1
0.67,34.05,6.17,7.02,1.9,0.51,0.13,281.84,34.06,56.07,2
0.44,34.05,5.65,6.55,1.61,0.41,0.05,281.84,34.06,56.07,3
0.13,34.05,4.41,4.76,1.07,0.29,0.03,281.84,34.06,56.07,4
0.24,34.05,6.59,8.56,1.95,0.21,0.03,281.84,34.06,56.07,5
0.19,34.05,3.56,2.21,-0.11,0.4,0.01,281.84,34.06,56.07,7
0.01,34.05,1.78,1.8,0,0,0.01,281.84,34.06,56.07,8
0.11,34.05,8.83,15.31,0.99,0,0.01,281.84,34.06,56.07,9
0.1,34.05,3.43,3.8,1.27,0.3,0.02,281.84,34.06,56.07,10
0.27,34.05,3.47,4.16,2.27,0.41,0.06,281.84,34.06,56.07,11
0.75,34.05,5.65,7.93,2.59,0.58,0.21,281.84,34.06,56.07,12
0.8,85.48,4.78,5.96,1.93,0.4,0.26,143.8,46.12,109.31,1
0.58,85.48,4.72,5.4,1.27,0.46,0.26,143.8,46.12,109.31,2
0.99,85.48,6.19,9.3,2.81,0.44,0.28,143.8,46.12,109.31,3
0.84,85.48,5.8,6.65,1.73,0.58,0.3,143.8,46.12,109.31,4
0.86,85.48,6.08,6.78,2.52,0.61,0.31,143.8,46.12,109.31,5
1.35,85.48,8.04,12.84,4.13,0.64,0.35,143.8,46.12,109.31,6
1.11,85.48,6.07,9.79,4.51,0.6,0.32,143.8,46.12,109.31,7
1.31,85.48,7.46,11.57,2.39,0.62,0.33,143.8,46.12,109.31,8
1.44,85.48,8.41,18.4,5.95,0.44,0.26,143.8,46.12,109.31,9
1.37,85.48,7.17,10.35,2.46,0.6,0.34,143.8,46.12,109.31,10
1.12,85.48,6.26,8.17,2.08,0.48,0.3,143.8,46.12,109.31,11
1.04,85.48,6.15,8.64,3.24,0.51,0.43,143.8,46.12,109.31,12
0.36,33.19,5.34,8.25,2.87,0.23,0.06,905.48,31.92,650.42,1
0.1,33.19,1.74,2.15,1.67,0.14,0.04,905.48,31.92,650.42,2
0.39,33.19,4.8,5.54,1.74,0.38,0.07,905.48,31.92,650.42,3
0.47,33.19,4.74,7.39,2.51,0.3,0.1,905.48,31.92,650.42,4
0.67,33.19,7.93,14.59,3.21,0.37,0.1,905.48,31.92,650.42,5
0.79,33.19,6.66,9.21,2.41,0.38,0.13,905.48,31.92,650.42,6
0.65,33.19,7.16,8.73,1.7,0.46,0.15,905.48,31.92,650.42,7
0.8,33.19,7.38,10.57,3.12,0.45,0.11,905.48,31.92,650.42,8
0.84,33.19,7.21,9.69,2.25,0.4,0.13,905.48,31.92,650.42,9
0.71,33.19,6.17,9.28,2.99,0.47,0.11,905.48,31.92,650.42,10
0.32,33.19,8.16,8.14,0.99,0.43,0.04,905.48,31.92,650.42,11
0.38,33.19,6.07,9.81,2.59,0.28,0.04,905.48,31.92,650.42,12
0.29,76.07,2.84,3.77,2.32,0.31,0.1,11.89,39.01,1026.03,1
0.65,76.07,5.93,7.77,1.84,0.35,0.17,11.89,39.01,1026.03,2
0.95,76.07,5.99,8.93,2.96,0.47,0.22,11.89,39.01,1026.03,3
1.13,76.07,8.96,9.62,1.92,0.52,0.29,11.89,39.01,1026.03,4
1.5,76.07,8.6,11.72,2.18,0.55,0.31,11.89,39.01,1026.03,5
1.14,76.07,9.2,12.03,1.87,0.43,0.25,11.89,39.01,1026.03,6
1.15,76.07,8.07,11.4,1.71,0.55,0.23,11.89,39.01,1026.03,7
1.49,76.07,7.65,11.97,2.99,0.35,0.26,11.89,39.01,1026.03,8
1.37,76.07,9.45,13.7,2.03,0.44,0.29,11.89,39.01,1026.03,9
1.13,76.07,7.93,10.87,2.4,0.46,0.2,11.89,39.01,1026.03,10
0.61,76.07,5.95,8.6,1.95,0.45,0.14,11.89,39.01,1026.03,11
0.88,76.07,5.63,9.25,2.67,0.34,0.18,11.89,39.01,1026.03,12
0.31,11.72,3.56,4.68,1.67,0.55,0.08,764.83,34.63,78.02,1
0.43,11.72,4.55,7.17,2.3,0.32,0.09,764.83,34.63,78.02,2
0.3,11.72,4.67,5.82,1.8,0.14,0.05,764.83,34.63,78.02,3
0.09,11.72,2.7,4.55,1.95,0.12,0.02,764.83,34.63,78.02,4
0.1,11.72,6.3,10.07,1.28,0,0.02,764.83,34.63,78.02,5
0.07,11.72,3,4.84,2.12,0.27,0.02,764.83,34.63,78.02,7
0.01,11.72,0.76,0.44,-0.58,0,0.01,764.83,34.63,78.02,8
0.13,11.72,6.86,8.1,1.03,0,0.02,764.83,34.63,78.02,9
0.09,11.72,4.89,7.26,1.55,0.12,0.02,764.83,34.63,78.02,10
0.34,11.72,5.01,7.39,1.86,0.22,0.07,764.83,34.63,78.02,11
0.43,11.72,5.87,8.83,1.67,0.44,0.06,764.83,34.63,78.02,12
0.13,10.87,2.88,4.3,2.36,0.22,0.04,1298.19,36.93,630.95,1
0.12,10.87,2.5,2.23,1.63,0.33,0.06,1298.19,36.93,630.95,2
0.16,10.87,3.81,4.44,1.91,0.31,0.04,1298.19,36.93,630.95,3
0.05,10.87,1.8,1.59,0.88,0.29,0.03,1298.19,36.93,630.95,4
0.21,10.87,5.91,13.11,3.05,0.29,0.03,1298.19,36.93,630.95,5
0.3,10.87,3.24,3.85,1.45,0.38,0.11,1298.19,36.93,630.95,7
0.3,10.87,3.8,5.35,2.06,0.47,0.1,1298.19,36.93,630.95,8
0.21,10.87,3.96,5.66,2.27,0.3,0.05,1298.19,36.93,630.95,9
0.29,10.87,3.93,6.31,2.47,0.5,0.04,1298.19,36.93,630.95,10
0.11,10.87,2.97,5.19,2.65,0.17,0.04,1298.19,36.93,630.95,11
0.24,10.87,3.22,3.23,1.68,0.39,0.08,1298.19,36.93,630.95,12
0.27,80.55,2.74,4.13,2.53,0.33,0.1,226.28,39.12,1037.72,1
0.48,80.55,4.76,7.14,2.36,0.23,0.16,226.28,39.12,1037.72,2
0.76,80.55,6.26,8.2,2.1,0.46,0.19,226.28,39.12,1037.72,3
1.08,80.55,8.97,10.25,1.89,0.51,0.25,226.28,39.12,1037.72,4
1.38,80.55,9.53,13.04,2.15,0.55,0.23,226.28,39.12,1037.72,5
1.35,80.55,12.01,12.74,1.13,0.41,0.24,226.28,39.12,1037.72,6
1.46,80.55,10.93,16.29,2.04,0.41,0.21,226.28,39.12,1037.72,7
1.69,80.55,11.59,16.35,2.14,0.45,0.22,226.28,39.12,1037.72,8
1.19,80.55,9.01,13.81,2.49,0.49,0.24,226.28,39.12,1037.72,9
1.39,80.55,8.31,12.65,2.56,0.45,0.23,226.28,39.12,1037.72,10
0.61,80.55,7.32,10.02,1.67,0.43,0.1,226.28,39.12,1037.72,11
0.62,80.55,4.68,7.3,3.02,0.32,0.16,226.28,39.12,1037.72,12
0.65,23.71,7.67,10.53,2.47,0.46,0.09,11.43,34.2,3.66,1
0.66,23.71,8.36,15.2,2.74,0.39,0.1,11.43,34.2,3.66,2
0.43,23.71,4.14,6.3,2.13,0.33,0.06,11.43,34.2,3.66,3
0.4,23.71,3.51,5.74,2.72,0.28,0.06,11.43,34.2,3.66,4
0.1,23.71,2.13,1.7,1.17,0.17,0.03,11.43,34.2,3.66,5
0.01,23.71,0.81,1.25,1.34,0,0.02,11.43,34.2,3.66,6
0,23.71,0.25,0,0,0,0.01,11.43,34.2,3.66,7
0.01,23.71,0.3,0.1,1.57,0.1,0.03,11.43,34.2,3.66,8
0.05,23.71,1.41,4.08,3.05,0.31,0.03,11.43,34.2,3.66,9
0.2,23.71,2.87,5.06,2.85,0.36,0.09,11.43,34.2,3.66,10
0.32,23.71,3.8,4.31,0.98,0.18,0.1,11.43,34.2,3.66,11
0.54,23.71,5.68,8.59,2.86,0.37,0.11,11.43,34.2,3.66,12
0.72,34.76,5.37,7.09,1.89,0.58,0.12,7.61,33.22,4.32,1
0.82,34.76,5.21,8.68,2.96,0.54,0.22,7.61,33.22,4.32,2
0.46,34.76,2.79,5.58,3.67,0.33,0.16,7.61,33.22,4.32,3
0.28,34.76,3.46,5.48,2.31,0.26,0.11,7.61,33.22,4.32,4
0.33,34.76,3.83,6.58,2.42,0.35,0.07,7.61,33.22,4.32,5
0.01,34.76,0.47,0.37,2.01,0.08,0.04,7.61,33.22,4.32,6
0.05,34.76,2.21,2.73,0.88,0.33,0.02,7.61,33.22,4.32,7
0.02,34.76,0.85,0.73,1.38,0,0.02,7.61,33.22,4.32,8
0.18,34.76,3.5,8,2.41,0.31,0.04,7.61,33.22,4.32,9
0.36,34.76,2.96,7.54,4.31,0.39,0.12,7.61,33.22,4.32,10
0.57,34.76,4.08,8.42,4.69,0.35,0.17,7.61,33.22,4.32,11
0.99,34.76,6.94,11.25,2.67,0.53,0.19,7.61,33.22,4.32,12
1.59,87.82,9.96,17.62,4.22,0.48,0.24,87.06,31.24,160.93,1
1.35,87.82,7.77,11.88,2.42,0.44,0.21,87.06,31.24,160.93,2
1.3,87.82,9.16,12.59,2.32,0.48,0.18,87.06,31.24,160.93,3
1.47,87.82,10.45,15.66,1.94,0.39,0.22,87.06,31.24,160.93,4
1.6,87.82,12.08,18.31,2.55,0.52,0.22,87.06,31.24,160.93,5
1.82,87.82,10.45,17.18,2.98,0.53,0.19,87.06,31.24,160.93,6
1.38,87.82,10.05,14.24,2.02,0.54,0.15,87.06,31.24,160.93,7
1.09,87.82,11.84,16.44,2.26,0.57,0.15,87.06,31.24,160.93,8
1.16,87.82,7.31,13.09,3.49,0.53,0.16,87.06,31.24,160.93,9
2.29,87.82,11.99,23.46,3.03,0.45,0.16,87.06,31.24,160.93,10
1.28,87.82,9.05,13.66,1.98,0.49,0.18,87.06,31.24,160.93,11
1.56,87.82,7.23,12.73,3.88,0.49,0.25,87.06,31.24,160.93,12
0.93,58.81,8.08,9.83,2.34,0.6,0.17,18.89,39.1,113.49,1
1,58.81,8.35,9.27,1.73,0.63,0.16,18.89,39.1,113.49,2
1.03,58.81,8,10.45,2.34,0.59,0.15,18.89,39.1,113.49,3
0.69,58.81,5.77,6.77,1.85,0.4,0.15,18.89,39.1,113.49,4
0.2,58.81,3.59,4.64,1.84,0.53,0.06,18.89,39.1,113.49,5
0.17,58.81,6.08,7.69,1.67,0.29,0.03,18.89,39.1,113.49,6
0.17,58.81,0.51,0.36,0,0,0.01,18.89,39.1,113.49,7
0.13,58.81,3.97,5.82,1.61,0.36,0.02,18.89,39.1,113.49,9
0.56,58.81,5.5,7.98,2.67,0.38,0.12,18.89,39.1,113.49,10
0.81,58.81,6.08,7.95,2.33,0.46,0.18,18.89,39.1,113.49,11
0.89,58.81,8.15,10.72,2.85,0.57,0.18,18.89,39.1,113.49,12
0.68,87.79,6.21,7.87,1.62,0.44,0.23,166.12,38.23,723.1,1
0.87,87.79,6.74,8.71,2.09,0.38,0.25,166.12,38.23,723.1,2
1.22,87.79,8.83,12.52,2.21,0.42,0.27,166.12,38.23,723.1,3
1.58,87.79,10.52,14.2,2.62,0.55,0.26,166.12,38.23,723.1,4
1.52,87.79,9.23,12.79,3.07,0.55,0.25,166.12,38.23,723.1,5
1.43,87.79,9.87,12.36,1.99,0.42,0.26,166.12,38.23,723.1,6
1.45,87.79,9.5,12.34,1.73,0.5,0.24,166.12,38.23,723.1,7
1.34,87.79,9.35,11.99,1.51,0.39,0.17,166.12,38.23,723.1,8
1.9,87.79,10.51,14.02,2.54,0.49,0.14,166.12,38.23,723.1,9
1.52,87.79,11.75,18.67,3.2,0.47,0.16,166.12,38.23,723.1,10
0.93,87.79,7.73,9.37,1.91,0.39,0.19,166.12,38.23,723.1,11
1.43,87.79,10.33,12.23,1.84,0.5,0.21,166.12,38.23,723.1,12
0.43,101.44,3.12,4.12,2.04,0.38,0.13,12.38,40.63,1207.87,1
0.55,101.44,4.41,5.47,1.81,0.35,0.22,12.38,40.63,1207.87,2
0.85,101.44,6.42,8.72,2.51,0.39,0.23,12.38,40.63,1207.87,3
1.41,101.44,9.53,12.71,2.33,0.5,0.33,12.38,40.63,1207.87,4
1.71,101.44,10.44,14.64,2.49,0.52,0.31,12.38,40.63,1207.87,5
1.94,101.44,10.73,19.35,5.21,0.51,0.33,12.38,40.63,1207.87,6
1.63,101.44,10.03,18.23,5.04,0.52,0.28,12.38,40.63,1207.87,7
2.15,101.44,10.75,17.59,3.28,0.58,0.32,12.38,40.63,1207.87,8
1.85,101.44,9.53,19.31,3.96,0.54,0.22,12.38,40.63,1207.87,9
1.2,101.44,8.26,10.89,1.98,0.46,0.2,12.38,40.63,1207.87,10
0.79,101.44,6.74,8.94,1.87,0.5,0.16,12.38,40.63,1207.87,11
0.94,101.44,5.64,9.03,2.61,0.4,0.23,12.38,40.63,1207.87,12
1.27,97.41,9.86,13.18,3.07,0.46,0.21,85.04,33.64,422.74,1
1.21,97.41,8.05,9.21,1.54,0.4,0.23,85.04,33.64,422.74,2
1.6,97.41,10.6,14.62,4.12,0.51,0.25,85.04,33.64,422.74,3
1.84,97.41,12.21,14.8,1.51,0.47,0.29,85.04,33.64,422.74,4
1.3,97.41,9.79,12.12,1.89,0.53,0.25,85.04,33.64,422.74,5
1.74,97.41,11.13,18.39,3.01,0.36,0.16,85.04,33.64,422.74,6
