MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
1.09,40.73,6.32,11.3,4.16,0.59,0.3,1505.11,44.38,1250,5
0.63,40.73,4.58,6.87,3.66,0.47,0.19,1505.11,44.38,1250,6
0.59,40.73,3.72,6.23,2.57,0.34,0.19,1505.11,44.38,1250,7
0.38,40.73,2.85,4.89,3.82,0.42,0.19,1505.11,44.38,1250,8
0.45,40.73,4,6.56,3.5,0.42,0.14,1505.11,44.38,1250,9
0.48,40.73,3.6,6.25,3.27,0.39,0.14,1505.11,44.38,1250,10
0.19,40.73,1.83,2.83,2.76,0.41,0.09,1505.11,44.38,1250,11
0.09,40.73,1.19,1.29,1.99,0.26,0.09,1505.11,44.38,1250,12
0.06,42.46,1.37,1.3,0.83,0.13,0.04,1196.29,42.06,1514.71,1
0.15,42.46,1.82,2.69,3.4,0.34,0.13,1196.29,42.06,1514.71,2
0.34,42.46,3.16,6.13,3.57,0.31,0.14,1196.29,42.06,1514.71,3
0.79,42.46,4.9,7.24,3.28,0.47,0.23,1196.29,42.06,1514.71,4
0.75,42.46,5.99,8.37,2.28,0.56,0.25,1196.29,42.06,1514.71,5
0.79,42.46,6.14,8.16,2.53,0.51,0.22,1196.29,42.06,1514.71,6
0.62,42.46,5.2,6.05,1.85,0.54,0.19,1196.29,42.06,1514.71,7
0.82,42.46,5.14,7.42,2.7,0.41,0.22,1196.29,42.06,1514.71,8
0.58,42.46,3.72,5.08,2.52,0.49,0.17,1196.29,42.06,1514.71,9
0.54,42.46,3.63,6.46,4.38,0.49,0.17,1196.29,42.06,1514.71,10
0.24,42.46,2.6,3.58,2.24,0.35,0.1,1196.29,42.06,1514.71,11
0.08,42.46,1.16,1.12,1.01,0.39,0.07,1196.29,42.06,1514.71,12
0.28,25.02,2.46,2.89,1.72,0.47,0.15,1332.77,41.49,291.45,1
0.25,25.02,2.31,2.25,1.3,0.46,0.22,1332.77,41.49,291.45,2
0.36,25.02,2.58,3.29,2.88,0.58,0.2,1332.77,41.49,291.45,3
0.49,25.02,3.29,4.16,2.28,0.43,0.25,1332.77,41.49,291.45,4
0.43,25.02,3.47,4.2,2.63,0.6,0.15,1332.77,41.49,291.45,5
0.26,25.02,2.94,3.08,1.61,0.36,0.09,1332.77,41.49,291.45,6
0.11,25.02,2.83,3.85,2.32,0.33,0.05,1332.77,41.49,291.45,7
0.08,25.02,1.94,1.52,1.63,0.25,0.05,1332.77,41.49,291.45,8
0.16,25.02,3.38,3.23,1.56,0.36,0.06,1332.77,41.49,291.45,9
0.51,25.02,4.38,4.81,1.81,0.58,0.12,1332.77,41.49,291.45,10
0.33,25.02,2.88,2.6,1.21,0.55,0.19,1332.77,41.49,291.45,11
0.42,25.02,3.59,4.41,3.08,0.56,0.19,1332.77,41.49,291.45,12
0.49,41.59,3.28,4.07,2.28,0.53,0.27,47.27,48.79,1.97,1
0.45,41.59,2.41,2.77,2.04,0.42,0.34,47.27,48.79,1.97,2
0.45,41.59,3.38,3.8,2.23,0.47,0.37,47.27,48.79,1.97,3
0.48,41.59,3.1,3.98,3.09,0.32,0.32,47.27,48.79,1.97,4
0.43,41.59,3.25,4.2,2.63,0.41,0.2,47.27,48.79,1.97,5
0.3,41.59,2.82,3.72,1.74,0.29,0.16,47.27,48.79,1.97,6
0.22,41.59,2.59,3.26,1.73,0.27,0.08,47.27,48.79,1.97,7
0.21,41.59,2.82,3.25,1.62,0.41,0.08,47.27,48.79,1.97,8
0.37,41.59,2.32,3.25,1.9,0.45,0.2,47.27,48.79,1.97,9
0.62,41.59,3.08,4.65,2.67,0.47,0.37,47.27,48.79,1.97,10
0.75,41.59,3.71,5.14,2.65,0.58,0.28,47.27,48.79,1.97,11
0.61,41.59,3.75,5,2.89,0.54,0.3,47.27,48.79,1.97,12
1.19,67.03,10.03,13.55,2.99,0.22,0.18,57.58,31.54,156.75,1
1.42,67.03,11.8,16.55,2.05,0.28,0.17,57.58,31.54,156.75,2
0.96,67.03,7.96,9.61,1.63,0.36,0.14,57.58,31.54,156.75,3
1.19,67.03,10.58,13.81,2.01,0.32,0.14,57.58,31.54,156.75,4
0.85,67.03,5.83,9.17,2.53,0.37,0.11,57.58,31.54,156.75,5
1.44,67.03,10.98,14.5,2.32,0.43,0.17,57.58,31.54,156.75,6
1.25,67.03,8.25,12.89,4.02,0.37,0.21,57.58,31.54,156.75,7
1.3,67.03,9.59,12.32,1.96,0.36,0.21,57.58,31.54,156.75,8
0.75,67.03,6.42,10.89,3.43,0.38,0.11,57.58,31.54,156.75,9
0.84,67.03,4.41,6.85,3.1,0.38,0.09,57.58,31.54,156.75,10
0.87,67.03,10.53,16.09,2.09,0.29,0.09,57.58,31.54,156.75,11
1.72,67.03,14.54,19.62,2.46,0.32,0.17,57.58,31.54,156.75,12
0.21,82.66,2.54,3.35,2.03,0.26,0.1,430.49,37.75,914.07,1
0.6,82.66,5.18,8.37,3.82,0.31,0.13,430.49,37.75,914.07,2
0.94,82.66,7.46,10.94,2.07,0.47,0.16,430.49,37.75,914.07,3
1.2,82.66,8.09,12.91,3.16,0.41,0.25,430.49,37.75,914.07,4
1.62,82.66,12.33,14.56,1.37,0.5,0.26,430.49,37.75,914.07,5
1.58,82.66,14.03,13.62,0.96,0.38,0.23,430.49,37.75,914.07,6
1.48,82.66,11.21,14.58,2.36,0.39,0.17,430.49,37.75,914.07,7
1.67,82.66,11.36,15.11,1.57,0.38,0.23,430.49,37.75,914.07,8
1.56,82.66,11.54,24.39,4.5,0.36,0.19,430.49,37.75,914.07,9
1.13,82.66,9.61,12.07,2.59,0.38,0.17,430.49,37.75,914.07,10
0.61,82.66,6.23,9.62,2.89,0.47,0.1,430.49,37.75,914.07,11
0.64,82.66,5.38,8.33,2.2,0.22,0.14,430.49,37.75,914.07,12
0.28,38.09,5.95,11.78,2.32,0.52,0.15,923.46,45.6,1437.26,1
0.23,38.09,1.39,2.58,5,0.4,0.19,923.46,45.6,1437.26,2
0.35,38.09,2.42,4.41,3.93,0.42,0.17,923.46,45.6,1437.26,3
0.61,38.09,3.68,5.59,2.59,0.49,0.25,923.46,45.6,1437.26,4
0.65,38.09,5.11,5.88,1.95,0.52,0.26,923.46,45.6,1437.26,5
0.67,38.09,5.41,7.08,2.46,0.44,0.29,923.46,45.6,1437.26,6
0.82,38.09,6.61,9.98,2.09,0.26,0.22,923.46,45.6,1437.26,7
0.72,38.09,5.24,6.92,2.67,0.37,0.22,923.46,45.6,1437.26,8
0.73,38.09,4.91,8.71,3.21,0.38,0.16,923.46,45.6,1437.26,9
0.44,38.09,3.78,5.63,2.06,0.4,0.14,923.46,45.6,1437.26,10
0.11,38.09,1.33,1.52,2.12,0.3,0.12,923.46,45.6,1437.26,11
0.31,38.09,2.36,4.62,4.8,0.4,0.18,923.46,45.6,1437.26,12
0.08,48.02,1.18,0.95,1.65,0.39,0.09,902.82,46.36,1362.02,1
0.12,48.02,1.25,1.58,2.93,0.33,0.14,902.82,46.36,1362.02,2
0.2,48.02,2.13,1.91,1.1,0.3,0.13,902.82,46.36,1362.02,3
0.54,48.02,4.45,5.01,1.64,0.38,0.18,902.82,46.36,1362.02,4
0.99,48.02,6.61,9.3,2.74,0.6,0.27,902.82,46.36,1362.02,5
0.64,48.02,4.01,4.98,2.29,0.46,0.3,902.82,46.36,1362.02,6
0.68,48.02,5.79,6.34,1.36,0.49,0.2,902.82,46.36,1362.02,7
0.66,48.02,4.52,6.98,4.53,0.54,0.23,902.82,46.36,1362.02,8
0.8,48.02,5.02,7.82,3.16,0.53,0.18,902.82,46.36,1362.02,9
0.42,48.02,3.22,4.06,2.09,0.5,0.15,902.82,46.36,1362.02,10
0.19,48.02,1.96,2.3,2.15,0.35,0.11,902.82,46.36,1362.02,11
0.11,48.02,1.28,1.76,3.47,0.23,0.09,902.82,46.36,1362.02,12
0.4,30.62,2.78,3.51,2.52,0.46,0.2,355.38,46.09,336.81,1
0.34,30.62,2.72,3.17,2.12,0.49,0.26,355.38,46.09,336.81,2
0.43,30.62,3.32,3.79,1.71,0.56,0.29,355.38,46.09,336.81,3
0.43,30.62,3.46,3.72,1.29,0.45,0.22,355.38,46.09,336.81,4
0.5,30.62,3.66,6.32,3.98,0.44,0.19,355.38,46.09,336.81,5
0.31,30.62,3.41,3.65,1.71,0.34,0.14,355.38,46.09,336.81,6
0.13,30.62,2.83,3.93,2.87,0.32,0.05,355.38,46.09,336.81,7
0.13,30.62,2.63,4.9,3.61,0.15,0.05,355.38,46.09,336.81,8
0.27,30.62,3.33,4.18,2.3,0.44,0.08,355.38,46.09,336.81,9
0.41,30.62,3.5,4.05,1.5,0.47,0.21,355.38,46.09,336.81,10
0.44,30.62,3.18,3.25,1.91,0.4,0.32,355.38,46.09,336.81,11
0.64,30.62,3.66,5.51,3.8,0.56,0.29,355.38,46.09,336.81,12
0.64,38.34,4.81,6.42,2.31,0.51,0.17,361.46,39.3,264.74,1
0.48,38.34,3.42,4.12,1.99,0.31,0.14,361.46,39.3,264.74,2
0.58,38.34,6.32,7.02,1.29,0.44,0.1,361.46,39.3,264.74,3
0.79,38.34,5.91,7.84,1.84,0.41,0.13,361.46,39.3,264.74,4
0.67,38.34,5.62,6.98,1.75,0.34,0.11,361.46,39.3,264.74,5
0.73,38.34,7.82,9.53,1.92,0.36,0.09,361.46,39.3,264.74,6
0.67,38.34,8.68,9.63,1.19,0.4,0.13,361.46,39.3,264.74,7
0.7,38.34,5.64,11.24,3.5,0.35,0.11,361.46,39.3,264.74,8
0.86,38.34,5.62,8.42,3.16,0.42,0.15,361.46,39.3,264.74,9
0.58,38.34,6.3,10.65,2.83,0.31,0.13,361.46,39.3,264.74,10
0.46,38.34,5.02,7.54,3.15,0.26,0.1,361.46,39.3,264.74,11
0.69,38.34,6.17,7.21,1.39,0.48,0.14,361.46,39.3,264.74,12
0.12,60.24,1.22,1.47,2.13,0.33,0.13,530.37,44.9,1387.03,1
0.16,60.24,1.89,2.58,2.84,0.23,0.13,530.37,44.9,1387.03,2
0.41,60.24,2.89,4.14,2.4,0.38,0.2,530.37,44.9,1387.03,3
0.62,60.24,4.21,7.1,2.86,0.5,0.19,530.37,44.9,1387.03,4
0.81,60.24,5.52,6.38,1.68,0.5,0.27,530.37,44.9,1387.03,5
1.44,60.24,7.24,11.66,3.6,0.55,0.26,530.37,44.9,1387.03,6
0.86,60.24,6.68,8.75,1.82,0.39,0.24,530.37,44.9,1387.03,7
1.5,60.24,8.25,14.26,3.45,0.47,0.29,530.37,44.9,1387.03,8
1.04,60.24,6.79,11.63,2.89,0.5,0.25,530.37,44.9,1387.03,9
0.77,60.24,6.39,7.9,1.64,0.49,0.17,530.37,44.9,1387.03,10
0.25,60.24,2.46,4,2.59,0.29,0.12,530.37,44.9,1387.03,11
0.22,60.24,1.79,2.38,3.56,0.35,0.14,530.37,44.9,1387.03,12
0.86,71.16,5.96,8.69,2.06,0.42,0.21,255.01,39.13,804.37,1
0.78,71.16,5.21,7.82,3.15,0.35,0.23,255.01,39.13,804.37,2
1.06,71.16,7.89,9.22,1.39,0.35,0.24,255.01,39.13,804.37,3
1.11,71.16,9.38,9.81,1.13,0.44,0.26,255.01,39.13,804.37,4
1.15,71.16,6.69,10.57,2.93,0.48,0.29,255.01,39.13,804.37,5
1.46,71.16,10.38,13.07,1.89,0.41,0.26,255.01,39.13,804.37,6
0.96,71.16,6.33,8.52,1.69,0.37,0.28,255.01,39.13,804.37,7
1.01,71.16,6.06,10.42,2.49,0.35,0.19,255.01,39.13,804.37,8
1.45,71.16,6.73,10.35,2.58,0.38,0.25,255.01,39.13,804.37,9
1.15,71.16,7.48,10.05,2.01,0.42,0.23,255.01,39.13,804.37,10
1.06,71.16,7.82,9.58,1.81,0.4,0.2,255.01,39.13,804.37,11
1.23,71.16,6.54,11.76,4.54,0.44,0.31,255.01,39.13,804.37,12
1.21,68.22,8.73,15.85,2.84,0.43,0.15,197.52,29.71,173.17,1
0.52,68.22,6.05,9.2,1.82,0.33,0.11,197.52,29.71,173.17,2
1.4,68.22,8.43,14.39,3.68,0.49,0.16,197.52,29.71,173.17,3
0.84,68.22,7.43,11.31,2.57,0.43,0.16,197.52,29.71,173.17,4
1.16,68.22,8.87,11.84,1.74,0.49,0.19,197.52,29.71,173.17,5
0.73,68.22,7.71,9.2,2.04,0.52,0.13,197.52,29.71,173.17,6
1.55,68.22,15.76,30.74,4.08,0.6,0.11,197.52,29.71,173.17,7
1.45,68.22,15.82,29.48,2.9,0.53,0.1,197.52,29.71,173.17,8
1.63,68.22,11.91,16.71,1.93,0.53,0.16,197.52,29.71,173.17,9
0.83,68.22,10.56,16.82,2.36,0.35,0.11,197.52,29.71,173.17,10
0.65,68.22,5.15,9.24,2.75,0.48,0.12,197.52,29.71,173.17,11
1.08,68.22,5.72,11.65,4.47,0.45,0.16,197.52,29.71,173.17,12
1.39,90.1,9.98,14.09,2.14,0.44,0.19,92.06,31.15,154.61,1
1.58,90.1,10.14,19.18,3.99,0.39,0.24,92.06,31.15,154.61,2
2.2,90.1,12.02,17.65,3.48,0.55,0.14,92.06,31.15,154.61,3
2.08,90.1,11.29,28.82,6.01,0.4,0.22,92.06,31.15,154.61,4
1.31,90.1,8.38,13.71,4.5,0.49,0.18,92.06,31.15,154.61,5
1.66,90.1,12.47,17.87,2.5,0.5,0.17,92.06,31.15,154.61,6
1.6,90.1,11.48,18.67,3.81,0.45,0.19,92.06,31.15,154.61,7
1.37,90.1,10.96,16.87,2.45,0.54,0.22,92.06,31.15,154.61,8
1.25,90.1,7.88,15.52,3.75,0.45,0.15,92.06,31.15,154.61,9
1.7,90.1,12.57,22.96,3.35,0.47,0.19,92.06,31.15,154.61,10
1.44,90.1,9.19,15.93,2.77,0.29,0.19,92.06,31.15,154.61,11
1.41,90.1,10.14,13.95,3.08,0.45,0.22,92.06,31.15,154.61,12
1.31,67.21,9.91,16.02,2.95,0.31,0.17,6.25,30.04,22.42,1
0.82,67.21,7.74,9.26,1.56,0.23,0.22,6.25,30.04,22.42,2
0.87,67.21,8.51,12.11,2.11,0.39,0.14,6.25,30.04,22.42,3
1.67,67.21,11.34,15.18,1.48,0.41,0.18,6.25,30.04,22.42,4
1.55,67.21,14.31,18.93,2.37,0.52,0.11,6.25,30.04,22.42,5
1.05,67.21,10.52,13.79,1.94,0.52,0.19,6.25,30.04,22.42,6
1.25,67.21,8.7,18.52,5.26,0.47,0.2,6.25,30.04,22.42,7
1.01,67.21,9.18,15.82,2.93,0.49,0.18,6.25,30.04,22.42,8
1.09,67.21,7.8,12.3,2.44,0.42,0.15,6.25,30.04,22.42,9
1.7,67.21,13.01,24,2.91,0.28,0.14,6.25,30.04,22.42,10
1.34,67.21,10.3,21.54,4.51,0.29,0.14,6.25,30.04,22.42,11
1.48,67.21,8.61,18.46,4.5,0.26,0.23,6.25,30.04,22.42,12
0.97,82.06,7.36,9.75,1.98,0.53,0.18,240.72,35.2,267.12,1
0.86,82.06,6.56,8.23,2.17,0.4,0.25,240.72,35.2,267.12,2
0.96,82.06,7.46,9.13,2.25,0.5,0.25,240.72,35.2,267.12,3
1.17,82.06,9.19,12.93,1.94,0.48,0.17,240.72,35.2,267.12,4
1.29,82.06,9.64,13.24,1.83,0.54,0.21,240.72,35.2,267.12,5
1.01,82.06,6.48,9.23,2.23,0.55,0.23,240.72,35.2,267.12,6
1.14,82.06,6.93,10.65,2,0.52,0.28,240.72,35.2,267.12,7
1.48,82.06,8.16,16.63,4.42,0.5,0.23,240.72,35.2,267.12,8
1.64,82.06,9.1,12.4,2.04,0.55,0.21,240.72,35.2,267.12,9
1.08,82.06,6.77,9.46,2.31,0.46,0.21,240.72,35.2,267.12,10
1.24,82.06,11,14.54,1.88,0.4,0.18,240.72,35.2,267.12,11
1.32,82.06,9.24,12.58,1.89,0.53,0.26,240.72,35.2,267.12,12
0.12,68.42,1.75,2.06,1.71,0.45,0.06,771.38,41.43,1367.78,1
0.33,68.42,3.62,8.22,3.85,0.18,0.1,771.38,41.43,1367.78,2
0.39,68.42,3.98,6.39,2.46,0.44,0.14,771.38,41.43,1367.78,3
1.07,68.42,9.3,12.12,1.87,0.41,0.23,771.38,41.43,1367.78,4
1.6,68.42,9.52,16.48,3.94,0.53,0.28,771.38,41.43,1367.78,5
1.12,68.42,7.37,12.27,3.49,0.43,0.26,771.38,41.43,1367.78,6
0.98,68.42,7.66,10.21,1.53,0.45,0.29,771.38,41.43,1367.78,7
0.99,68.42,7.6,11.79,2.34,0.46,0.25,771.38,41.43,1367.78,8
0.96,68.42,5.67,9.28,3.21,0.44,0.24,771.38,41.43,1367.78,9
0.87,68.42,7.83,11.83,2.13,0.51,0.15,771.38,41.43,1367.78,10
0.16,68.42,3.4,4.04,1.66,0.12,0.07,771.38,41.43,1367.78,11
0.27,68.42,1.76,2.81,3.06,0.34,0.08,771.38,41.43,1367.78,12
1.16,108.63,8.91,13.22,2.63,0.43,0.18,3.79,29.73,2.41,1
2.06,108.63,13.32,20.2,2.66,0.35,0.19,3.79,29.73,2.41,2
1.44,108.63,13.89,16.28,1.56,0.38,0.14,3.79,29.73,2.41,3
1.17,108.63,13.12,20.7,2.85,0.34,0.13,3.79,29.73,2.41,4
1.01,108.63,6.1,12.55,3.5,0.41,0.1,3.79,29.73,2.41,5
1.64,108.63,13.16,27.1,3.97,0.49,0.2,3.79,29.73,2.41,6
1.91,108.63,9.24,16.82,5.08,0.57,0.37,3.79,29.73,2.41,7
1.87,108.63,12.23,16.3,2.24,0.59,0.4,3.79,29.73,2.41,8
1.8,108.63,10.86,18.06,2.29,0.53,0.3,3.79,29.73,2.41,9
1.73,108.63,6.92,22.38,6.25,0.64,0.15,3.79,29.73,2.41,10
1.67,108.63,11.44,27.39,4.07,0.6,0.11,3.79,29.73,2.41,11
1.69,108.63,8.19,15.82,4.79,0.41,0.19,3.79,29.73,2.41,12
1.42,85.2,9.13,14.47,2.38,0.44,0.24,24.94,31.33,176.08,1
1.66,85.2,10.5,16.71,2.93,0.45,0.23,24.94,31.33,176.08,2
1.33,85.2,9.18,13.64,2.5,0.49,0.17,24.94,31.33,176.08,3
1.77,85.2,11.27,23.33,4.97,0.46,0.18,24.94,31.33,176.08,4
0.89,85.2,7.89,11.04,2.51,0.56,0.12,24.94,31.33,176.08,5
0.95,85.2,7.65,10.75,2.09,0.58,0.13,24.94,31.33,176.08,6
1.58,85.2,11.28,15.99,2.94,0.45,0.17,24.94,31.33,176.08,7
1.13,85.2,9.21,14.02,2.26,0.52,0.18,24.94,31.33,176.08,8
1.18,85.2,10.35,17.49,2.8,0.44,0.17,24.94,31.33,176.08,9
1.87,85.2,10.39,22.12,3.25,0.45,0.2,24.94,31.33,176.08,10
1.42,85.2,8.22,13.44,2.44,0.4,0.23,24.94,31.33,176.08,11
1.9,85.2,9.98,16.2,2.61,0.52,0.3,24.94,31.33,176.08,12
0.39,133.62,4.95,7.77,2.19,0.18,0.11,1.54,26.15,3.35,1
0.75,133.62,6.91,10.49,2.01,0.29,0.09,1.54,26.15,3.35,2
0.51,133.62,6.21,7.63,1.45,0.17,0.08,1.54,26.15,3.35,3
0.82,133.62,11.16,13.86,1.76,0.29,0.11,1.54,26.15,3.35,4
1.08,133.62,8.18,10.67,3.46,0.37,0.17,1.54,26.15,3.35,5
1.46,133.62,10.75,12.43,1.79,0.56,0.31,1.54,26.15,3.35,6
1.84,133.62,10.61,14.07,2.87,0.59,0.37,1.54,26.15,3.35,7
2.25,133.62,12.38,18.25,4.21,0.62,0.41,1.54,26.15,3.35,8
2.01,133.62,12.82,16.27,2,0.55,0.35,1.54,26.15,3.35,9
1.21,133.62,10.09,16.92,2.61,0.48,0.1,1.54,26.15,3.35,10
0.33,133.62,5.5,8.15,2.05,0.14,0.06,1.54,26.15,3.35,11
0.57,133.62,6.1,11.41,2.11,0.22,0.1,1.54,26.15,3.35,12
1.16,71.19,8.25,15.75,3.6,0.26,0.21,6.14,30.63,0.8,1
0.76,71.19,5.82,8.63,2.5,0.22,0.2,6.14,30.63,0.8,2
1.44,71.19,10.4,19.86,2.88,0.47,0.17,6.14,30.63,0.8,3
1.42,71.19,13.39,27.95,4.04,0.38,0.14,6.14,30.63,0.8,4
1.38,71.19,13.28,20.11,3,0.49,0.1,6.14,30.63,0.8,5
0.9,71.19,6.4,9.27,2.6,0.47,0.17,6.14,30.63,0.8,6
1.02,71.19,7.15,11.45,2.88,0.49,0.2,6.14,30.63,0.8,7
1.59,71.19,12.41,19.3,2.93,0.49,0.17,6.14,30.63,0.8,8
1.08,71.19,8.12,14.38,2.52,0.35,0.12,6.14,30.63,0.8,9
1.16,71.19,10.91,18.39,2.39,0.41,0.11,6.14,30.63,0.8,10
0.82,71.19,8.96,15.28,2.18,0.28,0.12,6.14,30.63,0.8,11
1.85,71.19,10.86,19.76,2.91,0.46,0.21,6.14,30.63,0.8,12
0.26,8.82,3.69,4.3,1.29,0.3,0.06,271.73,34.77,308.35,1
0.28,8.82,3.77,4.83,1.6,0.31,0.07,271.73,34.77,308.35,2
0.14,8.82,3.98,4.51,0.82,0.25,0.03,271.73,34.77,308.35,3
0.08,8.82,4.77,5.45,0.82,0.38,0.02,271.73,34.77,308.35,4
0.02,8.82,1.37,0.93,0.27,0.2,0.01,271.73,34.77,308.35,5
0.02,8.82,2.67,3.05,0,0,0.01,271.73,34.77,308.35,6
0.27,8.82,4.88,7.14,1.85,0.17,0.05,271.73,34.77,308.35,7
0.25,8.82,6.81,8.11,1.43,0.32,0.05,271.73,34.77,308.35,8
0.14,8.82,3.72,7.16,2.54,0.23,0.03,271.73,34.77,308.35,9
0.11,8.82,2.49,2.54,1.81,0.4,0.03,271.73,34.77,308.35,10
0.12,8.82,3.58,4.19,1.04,0.62,0.02,271.73,34.77,308.35,11
0.38,8.82,4.34,7.07,2.01,0.37,0.07,271.73,34.77,308.35,12
0.24,26.06,3.34,4.64,1.94,0.33,0.08,1096.85,35.23,865.32,1
0.19,26.06,2.73,3.01,1.31,0.32,0.09,1096.85,35.23,865.32,2
0.41,26.06,4.07,7.47,2.77,0.3,0.1,1096.85,35.23,865.32,3
0.48,26.06,5.33,8.6,2.95,0.33,0.09,1096.85,35.23,865.32,4
0.69,26.06,8.84,12.07,1.52,0.35,0.11,1096.85,35.23,865.32,5
0.62,26.06,6.52,9.18,2.15,0.42,0.11,1096.85,35.23,865.32,6
0.51,26.06,6.72,9.91,2.06,0.25,0.1,1096.85,35.23,865.32,7
0.71,26.06,6.54,9.55,2.84,0.43,0.13,1096.85,35.23,865.32,8
0.54,26.06,6.53,9.11,2.22,0.38,0.1,1096.85,35.23,865.32,9
0.4,26.06,5.01,6.39,1.7,0.31,0.08,1096.85,35.23,865.32,10
0.26,26.06,3.45,4.25,1.77,0.38,0.07,1096.85,35.23,865.32,11
0.16,26.06,1.81,2.65,3.6,0.22,0.08,1096.85,35.23,865.32,12
0.23,16.82,1.72,2.16,2.49,0.45,0.18,1025.49,44.84,442.36,1
0.16,16.82,1.46,1.38,1.29,0.45,0.27,1025.49,44.84,442.36,2
0.22,16.82,1.59,1.81,3.39,0.53,0.24,1025.49,44.84,442.36,3
0.21,16.82,2.16,2.85,3.24,0.49,0.15,1025.49,44.84,442.36,4
0.42,16.82,2.96,4.8,3.99,0.54,0.15,1025.49,44.84,442.36,5
0.34,16.82,3.46,3.79,2.05,0.46,0.14,1025.49,44.84,442.36,6
0.18,16.82,2.11,1.86,0.49,0.28,0.07,1025.49,44.84,442.36,7
0.23,16.82,3.04,3.67,2.16,0.32,0.07,1025.49,44.84,442.36,8
0.17,16.82,2.01,2.73,2.89,0.54,0.06,1025.49,44.84,442.36,9
0.3,16.82,2.06,2.6,1.84,0.53,0.21,1025.49,44.84,442.36,10
0.2,16.82,1.48,1.75,2.82,0.47,0.24,1025.49,44.84,442.36,11
0.26,16.82,1.96,2.15,2.23,0.54,0.25,1025.49,44.84,442.36,12
0.72,64.17,5.24,10.58,3.08,0.52,0.15,51.82,27.74,42.78,1
0.43,64.17,3.24,7.22,5.47,0.4,0.19,51.82,27.74,42.78,2
1,64.17,8.22,13.65,2.58,0.48,0.13,51.82,27.74,42.78,3
0.67,64.17,6.33,11.05,2.97,0.45,0.13,51.82,27.74,42.78,4
1.84,64.17,15.37,24.53,2.14,0.41,0.13,51.82,27.74,42.78,5
1.29,64.17,8.22,25.48,7.26,0.51,0.14,51.82,27.74,42.78,6
1.37,64.17,10.95,21.53,3.67,0.56,0.15,51.82,27.74,42.78,7
0.78,64.17,6.43,9.32,2.24,0.56,0.14,51.82,27.74,42.78,8
1.66,64.17,10.08,16.08,2.43,0.47,0.27,51.82,27.74,42.78,9
1.24,64.17,6.06,11.63,3.85,0.36,0.16,51.82,27.74,42.78,10
0.58,64.17,3.71,8.21,4.3,0.42,0.13,51.82,27.74,42.78,11
0.67,64.17,4.49,10.47,5.97,0.4,0.17,51.82,27.74,42.78,12
0.91,35.44,9.39,13.12,2.33,0.5,0.1,789.79,32.62,58.03,1
0.81,35.44,8.03,9.61,2.95,0.54,0.14,789.79,32.62,58.03,2
0.63,35.44,6.57,8.43,1.55,0.49,0.08,789.79,32.62,58.03,3
0.45,35.44,3.56,4.7,1.46,0.38,0.09,789.79,32.62,58.03,4
0.25,35.44,4.38,7.23,3.32,0.5,0.04,789.79,32.62,58.03,5
0.32,35.44,10.16,10.35,0.61,0.33,0.01,789.79,32.62,58.03,6
0.49,35.44,2.4,3.03,1.96,0.12,0.04,789.79,32.62,58.03,7
0.27,35.44,3.11,5.83,3.49,0.26,0.04,789.79,32.62,58.03,8
0.2,35.44,5.65,6.99,1.42,0.21,0.05,789.79,32.62,58.03,9
0.24,35.44,3.42,5.15,2.52,0.37,0.05,789.79,32.62,58.03,10
0.43,35.44,4.89,7.32,2.32,0.43,0.09,789.79,32.62,58.03,11
0.76,35.44,6.8,9.42,2.53,0.49,0.15,789.79,32.62,58.03,12
0.22,57.62,1.18,2.03,3.59,0.49,0.34,353.66,45.67,1301.34,1
0.55,57.62,3.06,8.96,7.32,0.44,0.3,353.66,45.67,1301.34,2
0.54,57.62,3.05,4.37,1.83,0.34,0.29,353.66,45.67,1301.34,3
0.85,57.62,5.72,8.69,4.05,0.51,0.22,353.66,45.67,1301.34,4
0.94,57.62,5.86,8.66,3.07,0.5,0.24,353.66,45.67,1301.34,5
1.32,57.62,8.31,14.58,4.56,0.38,0.28,353.66,45.67,1301.34,6
1.11,57.62,6.23,10.55,4.45,0.38,0.28,353.66,45.67,1301.34,7
1.54,57.62,7.34,12.85,3.19,0.39,0.27,353.66,45.67,1301.34,8
1,57.62,7.5,9.17,1.65,0.54,0.2,353.66,45.67,1301.34,9
0.86,57.62,7.18,8.83,2.03,0.5,0.21,353.66,45.67,1301.34,10
0.32,57.62,2.47,4.05,2.73,0.26,0.2,353.66,45.67,1301.34,11
0.34,57.62,1.67,2.51,2.57,0.53,0.3,353.66,45.67,1301.34,12
0.13,67.53,1.42,2.47,4.48,0.27,0.1,432.89,45.87,1230.48,1
0.14,67.53,1.51,1.54,1.34,0.32,0.12,432.89,45.87,1230.48,2
0.8,67.53,4.29,6.6,3.32,0.36,0.15,432.89,45.87,1230.48,3
0.63,67.53,4.56,6.55,3.27,0.45,0.21,432.89,45.87,1230.48,4
1,67.53,7.12,9.5,2.64,0.51,0.26,432.89,45.87,1230.48,5
1.2,67.53,7.58,9.97,2.31,0.42,0.28,432.89,45.87,1230.48,6
1.4,67.53,9.08,14.31,3.68,0.37,0.31,432.89,45.87,1230.48,7
1.67,67.53,8.86,14.5,2.58,0.48,0.25,432.89,45.87,1230.48,8
0.87,67.53,5.5,9.24,3.52,0.48,0.22,432.89,45.87,1230.48,9
