MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
6.03,87.82,7.77,11.88,2.42,0.44,0.21,87.06,31.24,160.93,2
5.19,87.82,9.16,12.59,2.32,0.48,0.18,87.06,31.24,160.93,3
9.06,87.82,10.45,15.66,1.94,0.39,0.22,87.06,31.24,160.93,4
9.01,87.82,12.08,18.31,2.55,0.52,0.22,87.06,31.24,160.93,5
8.96,87.82,10.45,17.18,2.98,0.53,0.19,87.06,31.24,160.93,6
8.34,87.82,10.05,14.24,2.02,0.54,0.15,87.06,31.24,160.93,7
5.96,87.82,11.84,16.44,2.26,0.57,0.15,87.06,31.24,160.93,8
6.43,87.82,7.31,13.09,3.49,0.53,0.16,87.06,31.24,160.93,9
11.48,87.82,11.99,23.46,3.03,0.45,0.16,87.06,31.24,160.93,10
6.14,87.82,9.05,13.66,1.98,0.49,0.18,87.06,31.24,160.93,11
7.43,87.82,7.23,12.73,3.88,0.49,0.25,87.06,31.24,160.93,12
1.32,80.55,2.74,4.13,2.53,0.33,0.1,226.28,39.12,1037.72,1
2.2,80.55,4.76,7.14,2.36,0.23,0.16,226.28,39.12,1037.72,2
3.65,80.55,6.26,8.2,2.1,0.46,0.19,226.28,39.12,1037.72,3
5.49,80.55,8.97,10.25,1.89,0.51,0.25,226.28,39.12,1037.72,4
7.55,80.55,9.53,13.04,2.15,0.55,0.23,226.28,39.12,1037.72,5
8.2,80.55,12.01,12.74,1.13,0.41,0.24,226.28,39.12,1037.72,6
8.71,80.55,10.93,16.29,2.04,0.41,0.21,226.28,39.12,1037.72,7
10.26,80.55,11.59,16.35,2.14,0.45,0.22,226.28,39.12,1037.72,8
7.08,80.55,9.01,13.81,2.49,0.49,0.24,226.28,39.12,1037.72,9
5.17,80.55,8.31,12.65,2.56,0.45,0.23,226.28,39.12,1037.72,10
3.04,80.55,7.32,10.02,1.67,0.43,0.1,226.28,39.12,1037.72,11
2.67,80.55,4.68,7.3,3.02,0.32,0.16,226.28,39.12,1037.72,12
0.6,10.87,2.88,4.3,2.36,0.22,0.04,1298.19,36.93,630.95,1
0.7,10.87,2.5,2.23,1.63,0.33,0.06,1298.19,36.93,630.95,2
0.94,10.87,3.81,4.44,1.91,0.31,0.04,1298.19,36.93,630.95,3
0.27,10.87,1.8,1.59,0.88,0.29,0.03,1298.19,36.93,630.95,4
1.12,10.87,5.91,13.11,3.05,0.29,0.03,1298.19,36.93,630.95,5
1.66,10.87,3.24,3.85,1.45,0.38,0.11,1298.19,36.93,630.95,7
1.48,10.87,3.8,5.35,2.06,0.47,0.1,1298.19,36.93,630.95,8
1.29,10.87,3.96,5.66,2.27,0.3,0.05,1298.19,36.93,630.95,9
1.19,10.87,3.93,6.31,2.47,0.5,0.04,1298.19,36.93,630.95,10
0.36,10.87,2.97,5.19,2.65,0.17,0.04,1298.19,36.93,630.95,11
1,10.87,3.22,3.23,1.68,0.39,0.08,1298.19,36.93,630.95,12
0.86,55.31,2.22,2.89,2.68,0.2,0.1,363.08,40.85,1243.45,1
1.34,55.31,2.81,4.06,2.34,0.2,0.12,363.08,40.85,1243.45,2
2.21,55.31,3.57,4.86,2.23,0.31,0.12,363.08,40.85,1243.45,3
3.8,55.31,6.15,7.86,1.73,0.38,0.19,363.08,40.85,1243.45,4
7.8,55.31,10.68,16.58,3.87,0.37,0.24,363.08,40.85,1243.45,5
9.12,55.31,11.48,16.52,2.6,0.31,0.17,363.08,40.85,1243.45,6
5.69,55.31,7.99,11.78,2.52,0.3,0.16,363.08,40.85,1243.45,7
6.98,55.31,9.62,13.54,2.92,0.28,0.19,363.08,40.85,1243.45,8
4.81,55.31,8.8,10.97,2.11,0.35,0.14,363.08,40.85,1243.45,9
4.67,55.31,7.23,11.43,3.01,0.39,0.15,363.08,40.85,1243.45,10
1.8,55.31,4.13,6.7,2.62,0.26,0.09,363.08,40.85,1243.45,11
1.38,55.31,3.86,7.47,3.25,0.29,0.12,363.08,40.85,1243.45,12
1.4,11.72,3.56,4.68,1.67,0.55,0.08,764.83,34.63,78.02,1
1.97,11.72,4.55,7.17,2.3,0.32,0.09,764.83,34.63,78.02,2
1.88,11.72,4.67,5.82,1.8,0.14,0.05,764.83,34.63,78.02,3
0.45,11.72,2.7,4.55,1.95,0.12,0.02,764.83,34.63,78.02,4
0.81,11.72,6.3,10.07,1.28,0,0.02,764.83,34.63,78.02,5
0.57,11.72,3,4.84,2.12,0.27,0.02,764.83,34.63,78.02,7
0.05,11.72,0.76,0.44,-0.58,0,0.01,764.83,34.63,78.02,8
0.92,11.72,6.86,8.1,1.03,0,0.02,764.83,34.63,78.02,9
0.35,11.72,4.89,7.26,1.55,0.12,0.02,764.83,34.63,78.02,10
1.47,11.72,5.01,7.39,1.86,0.22,0.07,764.83,34.63,78.02,11
1.76,11.72,5.87,8.83,1.67,0.44,0.06,764.83,34.63,78.02,12
2.94,79.13,5.51,7.64,2.06,0.42,0.2,181.72,40.41,849.58,1
3.7,79.13,4.85,7.28,2.3,0.39,0.23,181.72,40.41,849.58,2
3.74,79.13,5.67,6.49,2,0.45,0.26,181.72,40.41,849.58,3
5.18,79.13,9.34,11.09,1.95,0.45,0.29,181.72,40.41,849.58,4
6.42,79.13,7.63,10.4,2.2,0.55,0.28,181.72,40.41,849.58,5
7.66,79.13,9.93,12.92,2.67,0.53,0.3,181.72,40.41,849.58,6
8.64,79.13,8.15,10.82,2.17,0.51,0.25,181.72,40.41,849.58,7
6.63,79.13,7.22,10.19,2.53,0.51,0.26,181.72,40.41,849.58,8
6.03,79.13,7.24,10.39,2.43,0.47,0.21,181.72,40.41,849.58,9
5.05,79.13,7.58,10.9,2.58,0.51,0.21,181.72,40.41,849.58,10
4.32,79.13,8.55,11.15,1.92,0.47,0.2,181.72,40.41,849.58,11
3.12,79.13,5.72,7.93,2.95,0.54,0.25,181.72,40.41,849.58,12
3.1,58.81,8.08,9.83,2.34,0.6,0.17,18.89,39.1,113.49,1
3.44,58.81,8.35,9.27,1.73,0.63,0.16,18.89,39.1,113.49,2
4.15,58.81,8,10.45,2.34,0.59,0.15,18.89,39.1,113.49,3
2.91,58.81,5.77,6.77,1.85,0.4,0.15,18.89,39.1,113.49,4
0.97,58.81,3.59,4.64,1.84,0.53,0.06,18.89,39.1,113.49,5
0.82,58.81,6.08,7.69,1.67,0.29,0.03,18.89,39.1,113.49,6
1.31,58.81,0.51,0.36,0,0,0.01,18.89,39.1,113.49,7
0.79,58.81,3.97,5.82,1.61,0.36,0.02,18.89,39.1,113.49,9
2.08,58.81,5.5,7.98,2.67,0.38,0.12,18.89,39.1,113.49,10
3.3,58.81,6.08,7.95,2.33,0.46,0.18,18.89,39.1,113.49,11
3.42,58.81,8.15,10.72,2.85,0.57,0.18,18.89,39.1,113.49,12
2.93,87.79,6.21,7.87,1.62,0.44,0.23,166.12,38.23,723.1,1
3.9,87.79,6.74,8.71,2.09,0.38,0.25,166.12,38.23,723.1,2
5.1,87.79,8.83,12.52,2.21,0.42,0.27,166.12,38.23,723.1,3
6.96,87.79,10.52,14.2,2.62,0.55,0.26,166.12,38.23,723.1,4
8.15,87.79,9.23,12.79,3.07,0.55,0.25,166.12,38.23,723.1,5
8.7,87.79,9.87,12.36,1.99,0.42,0.26,166.12,38.23,723.1,6
9.21,87.79,9.5,12.34,1.73,0.5,0.24,166.12,38.23,723.1,7
8.03,87.79,9.35,11.99,1.51,0.39,0.17,166.12,38.23,723.1,8
8.64,87.79,10.51,14.02,2.54,0.49,0.14,166.12,38.23,723.1,9
6.06,87.79,11.75,18.67,3.2,0.47,0.16,166.12,38.23,723.1,10
3.95,87.79,7.73,9.37,1.91,0.39,0.19,166.12,38.23,723.1,11
5.53,87.79,10.33,12.23,1.84,0.5,0.21,166.12,38.23,723.1,12
3.87,80.46,6.7,8.85,2.18,0.39,0.26,74.36,41.74,41.58,1
3.76,80.46,7.4,10.27,2.92,0.5,0.27,74.36,41.74,41.58,2
3.81,80.46,8.38,12.9,2.8,0.41,0.27,74.36,41.74,41.58,3
4.83,80.46,8.82,11.69,1.81,0.51,0.24,74.36,41.74,41.58,4
4.35,80.46,4.99,6.31,2.33,0.6,0.31,74.36,41.74,41.58,5
4.84,80.46,5.56,8,2.07,0.55,0.32,74.36,41.74,41.58,6
5.42,80.46,6.9,9.29,2.39,0.57,0.29,74.36,41.74,41.58,7
6.27,80.46,6.59,14.81,4.33,0.43,0.37,74.36,41.74,41.58,8
7.01,80.46,8,13.05,2.87,0.53,0.29,74.36,41.74,41.58,9
6.41,80.46,7,9.81,2.26,0.46,0.32,74.36,41.74,41.58,10
3.8,80.46,7.55,8.07,1.27,0.43,0.22,74.36,41.74,41.58,11
5.2,80.46,7.78,11.28,4.74,0.46,0.3,74.36,41.74,41.58,12
8.71,102.26,9.77,13.51,2.09,0.44,0.25,32.72,30.84,67.18,1
11.06,102.26,14.77,21.36,2.6,0.33,0.27,32.72,30.84,67.18,2
7.38,102.26,11.8,17.69,2.96,0.44,0.2,32.72,30.84,67.18,3
8.92,102.26,13.93,22.61,2.63,0.43,0.17,32.72,30.84,67.18,4
7.64,102.26,10.7,16.1,2.41,0.49,0.13,32.72,30.84,67.18,5
8.87,102.26,9.24,12.29,2.13,0.5,0.28,32.72,30.84,67.18,6
6.98,102.26,8.36,10.57,2.35,0.55,0.31,32.72,30.84,67.18,7
9.02,102.26,11.03,18.69,3.43,0.61,0.25,32.72,30.84,67.18,8
7.5,102.26,6.96,12.68,2.94,0.56,0.22,32.72,30.84,67.18,9
5.24,102.26,6.47,13.83,3.54,0.48,0.16,32.72,30.84,67.18,10
7.59,102.26,9.89,15.35,2.33,0.41,0.17,32.72,30.84,67.18,11
10.12,102.26,12.3,19.48,2.7,0.52,0.25,32.72,30.84,67.18,12
7.62,93.26,9.37,17.45,3.06,0.43,0.24,8.18,29.11,23.31,1
5.1,93.26,5.55,9.26,1.94,0.4,0.22,8.18,29.11,23.31,2
8.14,93.26,8.51,16.02,2.97,0.41,0.22,8.18,29.11,23.31,3
8.03,93.26,8.18,15.95,2.67,0.37,0.27,8.18,29.11,23.31,4
11.2,93.26,12.05,23.44,3.56,0.47,0.18,8.18,29.11,23.31,5
6.21,93.26,7.96,10.35,1.46,0.51,0.22,8.18,29.11,23.31,6
9.59,93.26,9.33,15.17,2.49,0.55,0.34,8.18,29.11,23.31,7
8.86,93.26,11.83,20.27,3.11,0.57,0.28,8.18,29.11,23.31,8
7.85,93.26,7.77,13.35,2.35,0.61,0.28,8.18,29.11,23.31,9
10.04,93.26,8.36,15.98,3.19,0.35,0.28,8.18,29.11,23.31,10
6.42,93.26,5.77,11.39,3.41,0.5,0.28,8.18,29.11,23.31,11
6.53,93.26,6.66,10.72,2.63,0.49,0.25,8.18,29.11,23.31,12
1.43,80.59,2.65,3.76,2.47,0.46,0.18,218.24,43.21,1161.59,1
1.52,80.59,2.88,3.65,2.3,0.34,0.19,218.24,43.21,1161.59,2
3.32,80.59,5.8,6.88,1.94,0.39,0.24,218.24,43.21,1161.59,3
6.89,80.59,8.59,15.13,5.25,0.58,0.31,218.24,43.21,1161.59,4
5.38,80.59,6.18,7.58,1.89,0.5,0.3,218.24,43.21,1161.59,5
9.35,80.59,11,18.03,3.24,0.61,0.24,218.24,43.21,1161.59,6
7.46,80.59,7.67,12.36,2.36,0.48,0.28,218.24,43.21,1161.59,7
8.28,80.59,7.11,13.68,3.45,0.54,0.38,218.24,43.21,1161.59,8
5.99,80.59,5.45,9.53,2.71,0.47,0.4,218.24,43.21,1161.59,9
4.06,80.59,5.33,8.38,3.61,0.48,0.23,218.24,43.21,1161.59,10
2.5,80.59,5.21,7.54,1.97,0.46,0.18,218.24,43.21,1161.59,11
2.02,80.59,4.09,5.67,2.63,0.39,0.25,218.24,43.21,1161.59,12
1.79,59.69,4.63,5.43,1.44,0.48,0.11,107.86,41.51,76.11,1
1.5,59.69,4.91,7.03,2.73,0.45,0.13,107.86,41.51,76.11,2
3.17,59.69,7.94,10.33,1.64,0.49,0.12,107.86,41.51,76.11,3
2.5,59.69,8.15,12.76,4.1,0.56,0.12,107.86,41.51,76.11,4
2.27,59.69,5.18,6.68,1.64,0.53,0.15,107.86,41.51,76.11,5
4.97,59.69,8.41,12.22,1.81,0.58,0.19,107.86,41.51,76.11,6
4.23,59.69,7.19,9.03,1.77,0.57,0.15,107.86,41.51,76.11,7
4.93,59.69,8.98,21.22,5.76,0.43,0.16,107.86,41.51,76.11,8
4.36,59.69,8.95,16.04,2.41,0.53,0.17,107.86,41.51,76.11,9
4.8,59.69,8.07,12.52,3.01,0.53,0.17,107.86,41.51,76.11,10
2.11,59.69,4.55,5.1,1.97,0.46,0.14,107.86,41.51,76.11,11
2.38,59.69,6.64,8.34,2.22,0.51,0.2,107.86,41.51,76.11,12
1.62,89.85,3.58,6.02,3.79,0.29,0.1,304.57,38.96,1020.27,1
3.75,89.85,5.99,8.6,2.13,0.35,0.16,304.57,38.96,1020.27,2
3.9,89.85,6.48,8.13,2.34,0.4,0.22,304.57,38.96,1020.27,3
6.09,89.85,9.81,10.99,1.9,0.54,0.3,304.57,38.96,1020.27,4
8.83,89.85,9.73,14.14,2.52,0.56,0.3,304.57,38.96,1020.27,5
7.78,89.85,11.22,12.21,1.42,0.49,0.27,304.57,38.96,1020.27,6
8.42,89.85,10.67,17.17,3.4,0.43,0.23,304.57,38.96,1020.27,7
9.19,89.85,11.26,15.78,3,0.47,0.26,304.57,38.96,1020.27,8
6.33,89.85,8.36,13.39,4.31,0.53,0.23,304.57,38.96,1020.27,9
4.94,89.85,8.95,12.92,1.89,0.46,0.21,304.57,38.96,1020.27,10
3.11,89.85,7.88,12.68,2.2,0.44,0.14,304.57,38.96,1020.27,11
3.22,89.85,5.5,7.34,2.8,0.37,0.16,304.57,38.96,1020.27,12
5.08,81.24,9.07,11.26,1.47,0.41,0.19,23.71,32.52,298.14,1
5.25,81.24,8.4,10.35,1.93,0.4,0.18,23.71,32.52,298.14,2
6.71,81.24,12.05,28.52,6.13,0.42,0.22,23.71,32.52,298.14,3
10.32,81.24,11.69,19.27,2.64,0.4,0.22,23.71,32.52,298.14,4
6.44,81.24,10.26,14.12,2.57,0.49,0.18,23.71,32.52,298.14,5
5.34,81.24,8.13,10.87,1.59,0.53,0.14,23.71,32.52,298.14,6
5.94,81.24,8.22,11.93,2.17,0.39,0.19,23.71,32.52,298.14,7
7,81.24,11.03,16.75,2.48,0.52,0.13,23.71,32.52,298.14,8
10.09,81.24,14.17,26.16,3.08,0.49,0.17,23.71,32.52,298.14,9
8.03,81.24,7.65,14.44,3.29,0.39,0.2,23.71,32.52,298.14,10
7.28,81.24,8.71,14.07,2.57,0.44,0.19,23.71,32.52,298.14,11
7.68,81.24,8.56,12.57,2.23,0.4,0.24,23.71,32.52,298.14,12
1.03,76.6,1.86,2.03,1.62,0.35,0.13,362.3,43.15,1327.01,1
1.92,76.6,3.35,5.15,2.21,0.38,0.16,362.3,43.15,1327.01,2
4.16,76.6,5.4,7.36,2,0.4,0.22,362.3,43.15,1327.01,3
4.79,76.6,8.47,9.13,1.27,0.57,0.29,362.3,43.15,1327.01,4
6.06,76.6,7.53,9.84,2.5,0.53,0.34,362.3,43.15,1327.01,5
8.43,76.6,8.44,14.27,5.49,0.5,0.28,362.3,43.15,1327.01,6
7.67,76.6,7.6,12.01,4.6,0.51,0.33,362.3,43.15,1327.01,7
6.38,76.6,6.42,9.66,2.18,0.48,0.31,362.3,43.15,1327.01,8
6.75,76.6,7.32,10.69,2.72,0.48,0.26,362.3,43.15,1327.01,9
3.75,76.6,7.2,9.2,1.74,0.48,0.2,362.3,43.15,1327.01,10
1.8,76.6,4.23,8.19,4.3,0.46,0.15,362.3,43.15,1327.01,11
2.41,76.6,3.87,5.74,2.61,0.38,0.2,362.3,43.15,1327.01,12
0.76,53.72,1.81,2.21,2.35,0.31,0.11,841.61,41.12,1367.8,1
0.93,53.72,2.64,3.65,2.62,0.28,0.13,841.61,41.12,1367.8,2
2.1,53.72,3.73,5.66,2.35,0.31,0.14,841.61,41.12,1367.8,3
4.49,53.72,7.36,10.12,2.25,0.42,0.24,841.61,41.12,1367.8,4
4.79,53.72,6.73,10.89,3.74,0.5,0.27,841.61,41.12,1367.8,5
6.46,53.72,7.4,11.16,2.61,0.47,0.22,841.61,41.12,1367.8,6
6.76,53.72,7.57,10.79,2.55,0.36,0.24,841.61,41.12,1367.8,7
6.59,53.72,7.04,9.42,1.82,0.39,0.19,841.61,41.12,1367.8,8
3.22,53.72,5.43,8.55,4.37,0.46,0.18,841.61,41.12,1367.8,9
3.12,53.72,5.53,8.15,3.63,0.44,0.16,841.61,41.12,1367.8,10
0.86,53.72,1.61,2.31,3.45,0.3,0.11,841.61,41.12,1367.8,11
1.09,53.72,2.59,4.43,5.43,0.39,0.12,841.61,41.12,1367.8,12
2.94,71.37,6.1,7.43,1.84,0.39,0.19,13.02,42.72,21.5,1
2.63,71.37,7,9.19,2.84,0.48,0.22,13.02,42.72,21.5,2
2.81,71.37,7.36,10.19,2.74,0.42,0.21,13.02,42.72,21.5,3
3.39,71.37,6.29,7.78,1.7,0.47,0.23,13.02,42.72,21.5,4
3.86,71.37,5.77,6.7,1.7,0.53,0.21,13.02,42.72,21.5,5
4.65,71.37,8.58,9.69,1.54,0.47,0.25,13.02,42.72,21.5,6
5.4,71.37,7.1,10.34,2.36,0.39,0.23,13.02,42.72,21.5,7
6.3,71.37,8.73,11.36,1.62,0.44,0.22,13.02,42.72,21.5,8
7.38,71.37,9.4,13.75,2.63,0.44,0.25,13.02,42.72,21.5,9
6.65,71.37,8.9,14.36,3.11,0.44,0.27,13.02,42.72,21.5,10
4.24,71.37,8.67,10.9,2.17,0.38,0.2,13.02,42.72,21.5,11
3.88,71.37,7.13,9.36,3.07,0.4,0.29,13.02,42.72,21.5,12
5.72,97.41,9.86,13.18,3.07,0.46,0.21,85.04,33.64,422.74,1
6.33,97.41,8.05,9.21,1.54,0.4,0.23,85.04,33.64,422.74,2
7.16,97.41,10.6,14.62,4.12,0.51,0.25,85.04,33.64,422.74,3
10.47,97.41,12.21,14.8,1.51,0.47,0.29,85.04,33.64,422.74,4
6.34,97.41,9.79,12.12,1.89,0.53,0.25,85.04,33.64,422.74,5
9.97,97.41,11.13,18.39,3.01,0.36,0.16,85.04,33.64,422.74,6
7.85,97.41,9.33,14.87,2.48,0.46,0.21,85.04,33.64,422.74,7
8.94,97.41,10.9,15.82,1.84,0.5,0.2,85.04,33.64,422.74,8
6.4,97.41,9.04,17.28,3.24,0.55,0.16,85.04,33.64,422.74,9
7.72,97.41,10.41,20.28,3.91,0.5,0.23,85.04,33.64,422.74,10
5.61,97.41,8.52,11.07,1.7,0.42,0.2,85.04,33.64,422.74,11
7.33,97.41,10.36,15.67,2.46,0.52,0.28,85.04,33.64,422.74,12
1.54,65.36,5.75,7.84,2.4,0.53,0.08,1192.63,31.42,212.54,1
1.08,65.36,3.33,3.53,2.03,0.3,0.07,1192.63,31.42,212.54,2
1.12,65.36,4.78,6.63,2.56,0.42,0.04,1192.63,31.42,212.54,3
0.7,65.36,3.23,3.48,1.15,0.18,0.04,1192.63,31.42,212.54,4
0.52,65.36,3.91,3.4,0.44,0.12,0.02,1192.63,31.42,212.54,5
2.18,65.36,3.56,4.74,2.77,0.5,0.08,1192.63,31.42,212.54,6
9.14,65.36,7.17,8.72,2.38,0.6,0.39,1192.63,31.42,212.54,7
7.41,65.36,6.13,8.93,2.7,0.54,0.34,1192.63,31.42,212.54,8
4.71,65.36,7.27,11.07,2.51,0.51,0.15,1192.63,31.42,212.54,9
1.96,65.36,4.64,5.9,2.02,0.43,0.05,1192.63,31.42,212.54,10
0.57,65.36,2.87,4.98,3.93,0.28,0.06,1192.63,31.42,212.54,11
2.04,65.36,5.31,6.9,1.9,0.36,0.11,1192.63,31.42,212.54,12
2.09,64.37,4.02,5.95,2.8,0.54,0.21,241.17,41.35,512.51,1
2.73,64.37,4.37,8.09,4.17,0.47,0.22,241.17,41.35,512.51,2
3.13,64.37,5.26,7.67,2.77,0.49,0.22,241.17,41.35,512.51,3
3.6,64.37,5.76,7.87,2.73,0.56,0.22,241.17,41.35,512.51,4
4.21,64.37,6.54,7.58,2.57,0.53,0.21,241.17,41.35,512.51,5
5.76,64.37,6.79,8.79,1.88,0.56,0.19,241.17,41.35,512.51,6
5.36,64.37,6.84,8.38,1.76,0.54,0.17,241.17,41.35,512.51,7
5.54,64.37,6.31,9.52,2.27,0.53,0.26,241.17,41.35,512.51,8
4.11,64.37,6.48,8.5,2.17,0.59,0.22,241.17,41.35,512.51,9
6.49,64.37,7.59,11.1,2.9,0.63,0.26,241.17,41.35,512.51,10
2.99,64.37,5.92,7.48,2.1,0.53,0.23,241.17,41.35,512.51,11
2.65,64.37,4.53,5.75,2.19,0.5,0.27,241.17,41.35,512.51,12
6.13,78.54,9.06,13.47,2.52,0.39,0.18,22.98,30.35,42.81,1
2.83,78.54,5.43,7.7,2.27,0.44,0.2,22.98,30.35,42.81,2
4.17,78.54,7.61,9.39,1.92,0.33,0.16,22.98,30.35,42.81,3
9.03,78.54,12.48,21.21,2.35,0.29,0.12,22.98,30.35,42.81,4
6.62,78.54,12.29,19.1,2.22,0.49,0.16,22.98,30.35,42.81,5
11.38,78.54,15.73,28.58,4.04,0.58,0.16,22.98,30.35,42.81,6
5.76,78.54,7.43,10.44,3.48,0.59,0.23,22.98,30.35,42.81,7
9.05,78.54,9.96,13.48,3.08,0.52,0.16,22.98,30.35,42.81,8
8.49,78.54,11.61,19.59,3.48,0.48,0.17,22.98,30.35,42.81,9
2.05,78.54,7.25,13.86,4.36,0.49,0.08,22.98,30.35,42.81,10
2.45,78.54,7.46,10.01,2.84,0.21,0.08,22.98,30.35,42.81,11
3.43,78.54,6.09,7.73,1.71,0.44,0.15,22.98,30.35,42.81,12
1.79,101.44,3.12,4.12,2.04,0.38,0.13,12.38,40.63,1207.87,1
2.36,101.44,4.41,5.47,1.81,0.35,0.22,12.38,40.63,1207.87,2
4.47,101.44,6.42,8.72,2.51,0.39,0.23,12.38,40.63,1207.87,3
5.73,101.44,9.53,12.71,2.33,0.5,0.33,12.38,40.63,1207.87,4
7.96,101.44,10.44,14.64,2.49,0.52,0.31,12.38,40.63,1207.87,5
11.72,101.44,10.73,19.35,5.21,0.51,0.33,12.38,40.63,1207.87,6
8.28,101.44,10.03,18.23,5.04,0.52,0.28,12.38,40.63,1207.87,7
9.62,101.44,10.75,17.59,3.28,0.58,0.32,12.38,40.63,1207.87,8
8.42,101.44,9.53,19.31,3.96,0.54,0.22,12.38,40.63,1207.87,9
4.68,101.44,8.26,10.89,1.98,0.46,0.2,12.38,40.63,1207.87,10
2.58,101.44,6.74,8.94,1.87,0.5,0.16,12.38,40.63,1207.87,11
2.85,101.44,5.64,9.03,2.61,0.4,0.23,12.38,40.63,1207.87,12
1.35,20.63,3.13,3.72,1.75,0.59,0.12,667.63,44.02,550.03,1
1.14,20.63,2.25,2.51,2.06,0.45,0.19,667.63,44.02,550.03,2
1.2,20.63,2.15,2.14,1.72,0.44,0.19,667.63,44.02,550.03,3
1.08,20.63,2.49,2.9,2.18,0.35,0.14,667.63,44.02,550.03,4
1.71,20.63,3.18,3.93,1.67,0.43,0.12,667.63,44.02,550.03,5
1,20.63,2.3,3.36,3.38,0.29,0.09,667.63,44.02,550.03,6
0.5,20.63,2.5,2.77,1.63,0.36,0.05,667.63,44.02,550.03,7
0.76,20.63,2.12,4.52,3.69,0.43,0.04,667.63,44.02,550.03,8
0.85,20.63,2.56,3.82,2.85,0.45,0.06,667.63,44.02,550.03,9
1.29,20.63,2.37,2.76,2.09,0.47,0.16,667.63,44.02,550.03,10
1.23,20.63,2.39,2.75,2,0.47,0.19,667.63,44.02,550.03,11
1.28,20.63,3.54,3.4,1.28,0.48,0.28,667.63,44.02,550.03,12
0.82,37.26,2.2,3.35,4.35,0.42,0.17,581.56,48.17,1236.53,1
0.86,37.26,1.6,2.03,2.99,0.4,0.17,581.56,48.17,1236.53,2
0.93,37.26,2.02,4.13,4.67,0.31,0.17,581.56,48.17,1236.53,3
1.74,37.26,3.13,4.31,2.7,0.48,0.2,581.56,48.17,1236.53,4
3.79,37.26,6.37,7.81,2.18,0.46,0.22,581.56,48.17,1236.53,5
4.07,37.26,5.53,9.35,4.27,0.4,0.31,581.56,48.17,1236.53,6
4.78,37.26,5.55,7.59,2.52,0.36,0.23,581.56,48.17,1236.53,7
2.69,37.26,3.56,4.86,3.17,0.4,0.23,581.56,48.17,1236.53,8
2.49,37.26,3.34,5.18,2.75,0.43,0.17,581.56,48.17,1236.53,9
2.22,37.26,3.83,5.96,2.84,0.37,0.16,581.56,48.17,1236.53,10
1.33,37.26,2.25,4.63,5.35,0.35,0.14,581.56,48.17,1236.53,11
1.24,37.26,1.93,3.1,4.15,0.44,0.18,581.56,48.17,1236.53,12
1.48,18.09,4.22,5.81,2.84,0.45,0.08,1523.67,34.65,363.8,1
1.1,18.09,3.95,3.9,1.79,0.27,0.08,1523.67,34.65,363.8,2
0.98,18.09,4.29,5.97,2.38,0.28,0.04,1523.67,34.65,363.8,3
0.57,18.09,2.52,2.13,0.78,0.08,0.04,1523.67,34.65,363.8,4
0.55,18.09,3.41,3.53,0.9,0.22,0.02,1523.67,34.65,363.8,5
2.72,18.09,3.88,5.12,1.79,0.39,0.12,1523.67,34.65,363.8,7
2.76,18.09,5.65,7.06,2.01,0.24,0.11,1523.67,34.65,363.8,8
1.56,18.09,3.67,5.29,2.46,0.39,0.08,1523.67,34.65,363.8,9
1.61,18.09,3.68,4.03,1.67,0.27,0.06,1523.67,34.65,363.8,10
0.86,18.09,3.94,4.51,0.89,0.3,0.05,1523.67,34.65,363.8,11
1.63,18.09,4.73,5.45,2.32,0.33,0.11,1523.67,34.65,363.8,12
2.08,65.79,6.05,8.33,1.9,0.34,0.14,285.2,40.23,717.59,1
3.78,65.79,6.31,11.02,4.24,0.27,0.19,285.2,40.23,717.59,2
4.87,65.79,7.42,10.13,1.93,0.4,0.23,285.2,40.23,717.59,3
4.25,65.79,7.21,7.92,1.57,0.49,0.26,285.2,40.23,717.59,4
5.02,65.79,6.84,9.38,2.81,0.46,0.28,285.2,40.23,717.59,5
7.1,65.79,9.36,13.41,2.67,0.51,0.26,285.2,40.23,717.59,6
7.52,65.79,6.42,9.13,2.29,0.37,0.28,285.2,40.23,717.59,7
7.88,65.79,7.46,11.94,2.71,0.44,0.23,285.2,40.23,717.59,8
6.05,65.79,6.71,9.87,2.28,0.41,0.2,285.2,40.23,717.59,9
4.09,65.79,5.9,8.51,2.58,0.45,0.22,285.2,40.23,717.59,10
3.87,65.79,7.23,9.4,2.36,0.39,0.19,285.2,40.23,717.59,11
4.06,65.79,5.67,8.89,2.95,0.43,0.28,285.2,40.23,717.59,12
3.74,78.21,6.37,10.07,3.17,0.43,0.22,65.57,34.79,123.82,1
4.71,78.21,8.17,8.88,1.34,0.35,0.25,65.57,34.79,123.82,2
5.14,78.21,7.3,9.77,2.51,0.45,0.22,65.57,34.79,123.82,3
5.85,78.21,7.28,10.88,3.42,0.43,0.23,65.57,34.79,123.82,4
8.48,78.21,8.22,13.4,3.51,0.49,0.26,65.57,34.79,123.82,5
8.33,78.21,10.67,15.2,2.19,0.51,0.2,65.57,34.79,123.82,6
9.26,78.21,7.6,14.37,6.29,0.53,0.25,65.57,34.79,123.82,7
8,78.21,7.27,9.52,1.77,0.51,0.25,65.57,34.79,123.82,8
10.37,78.21,11.94,21.16,3.44,0.5,0.23,65.57,34.79,123.82,9
4.64,78.21,6.37,10.4,3.17,0.5,0.19,65.57,34.79,123.82,10
