MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
2.91,48.98,4.85,6.25,2.23,0.37,0.21,275.18,40.08,523.58,12
2.44,40.87,2.77,13.14,7.32,0.27,0.16,672.75,44.05,1577.64,1
0.88,40.87,1.85,2.63,4.48,0.34,0.19,672.75,44.05,1577.64,2
1.77,40.87,3.15,5.24,3.01,0.31,0.15,672.75,44.05,1577.64,3
2.4,40.87,4.65,5.5,1.93,0.45,0.26,672.75,44.05,1577.64,4
4.95,40.87,6.5,9.94,2.09,0.46,0.27,672.75,44.05,1577.64,5
3.71,40.87,6.27,8.07,2.93,0.44,0.31,672.75,44.05,1577.64,6
3.67,40.87,4.82,7.29,2.45,0.38,0.2,672.75,44.05,1577.64,7
5.2,40.87,5.42,7.86,3.18,0.46,0.23,672.75,44.05,1577.64,8
2.34,40.87,3.56,4.7,3.01,0.43,0.14,672.75,44.05,1577.64,9
2.43,40.87,4.36,6.43,2.28,0.44,0.17,672.75,44.05,1577.64,10
1.1,40.87,2.7,4.41,4.01,0.27,0.11,672.75,44.05,1577.64,11
1.5,40.87,3.17,6.85,5.65,0.35,0.18,672.75,44.05,1577.64,12
1.17,8.32,6.54,8.13,1.85,0.58,0.03,-38.37,33.63,122.2,1
0.67,8.32,4.06,5.12,2.56,0.36,0.04,-38.37,33.63,122.2,2
0.21,8.32,1.73,2.39,1.13,0.4,0.01,-38.37,33.63,122.2,3
0.16,8.32,3.56,4.66,0.53,0,0.01,-38.37,33.63,122.2,4
0.11,8.32,0.93,0.62,0.81,0,0.02,-38.37,33.63,122.2,7
1.05,8.32,7.07,11.17,1.58,0.17,0.02,-38.37,33.63,122.2,8
1.65,8.32,8.79,12.63,1.25,0.12,0.03,-38.37,33.63,122.2,9
0.55,8.32,4.51,5.73,0.9,0.5,0.01,-38.37,33.63,122.2,10
0.27,8.32,2.64,2.98,0.79,0.25,0.02,-38.37,33.63,122.2,11
1.23,8.32,5.55,8.96,1.91,0.35,0.05,-38.37,33.63,122.2,12
1.85,81.77,8.48,14.56,2.66,0.2,0.1,8.41,26.54,13.8,1
1.83,81.77,3.7,5.57,2.32,0.24,0.11,8.41,26.54,13.8,2
3.16,81.77,7.66,11.12,2.55,0.22,0.09,8.41,26.54,13.8,3
4.2,81.77,5.74,14,5.49,0.34,0.11,8.41,26.54,13.8,4
4.51,81.77,6.96,8.98,1.9,0.3,0.12,8.41,26.54,13.8,5
8.43,81.77,11.21,16.8,2.48,0.62,0.2,8.41,26.54,13.8,6
9.76,81.77,11.85,17.85,2.73,0.63,0.17,8.41,26.54,13.8,7
6.58,81.77,10.5,17.38,3.85,0.59,0.15,8.41,26.54,13.8,8
6.83,81.77,10.99,28.74,6.83,0.52,0.17,8.41,26.54,13.8,9
2.74,81.77,6.3,9.14,2.76,0.41,0.09,8.41,26.54,13.8,10
1.29,81.77,3.85,6.09,1.77,0.28,0.06,8.41,26.54,13.8,11
2.18,81.77,4.66,8.03,2.15,0.21,0.08,8.41,26.54,13.8,12
4.15,113.02,5.82,9.61,3.58,0.49,0.24,3.6,36.7,12.84,1
3.39,113.02,6.22,9.35,2.64,0.43,0.27,3.6,36.7,12.84,2
4.48,113.02,7.19,9.1,2.72,0.47,0.29,3.6,36.7,12.84,3
5.43,113.02,6.67,8.15,1.78,0.43,0.3,3.6,36.7,12.84,4
12.76,113.02,7.97,11.5,3.02,0.57,0.29,3.6,36.7,12.84,5
8.06,113.02,9.2,13.84,2.65,0.49,0.25,3.6,36.7,12.84,6
16.21,113.02,13.06,21.33,2.86,0.58,0.31,3.6,36.7,12.84,7
8.53,113.02,9.23,21.69,7.43,0.5,0.32,3.6,36.7,12.84,8
9.55,113.02,13.75,24.69,3.47,0.58,0.28,3.6,36.7,12.84,9
5.47,113.02,8.85,17.95,3.04,0.49,0.18,3.6,36.7,12.84,10
4,113.02,7.53,19.52,6.59,0.45,0.26,3.6,36.7,12.84,11
3.81,113.02,8.43,9.86,1.7,0.51,0.25,3.6,36.7,12.84,12
1.78,31.05,5.79,6.34,1.41,0.52,0.11,157.34,32.57,10.87,1
2.39,31.05,5.7,6.84,1.82,0.46,0.17,157.34,32.57,10.87,2
1.64,31.05,4.59,5.39,1.72,0.4,0.09,157.34,32.57,10.87,3
2.02,31.05,5.25,7.41,3.23,0.48,0.14,157.34,32.57,10.87,4
1.3,31.05,3.09,6.6,3.21,0.44,0.04,157.34,32.57,10.87,5
1.13,31.05,9.04,15.31,1.21,0,0.02,157.34,32.57,10.87,6
0.06,31.05,0.34,0.15,0.58,0,0.01,157.34,32.57,10.87,7
0.02,31.05,0.51,0.36,0,0.5,0,157.34,32.57,10.87,8
0.75,31.05,3.79,6.05,1.86,0.21,0.04,157.34,32.57,10.87,9
1.94,31.05,3.1,5.85,4.24,0.42,0.09,157.34,32.57,10.87,10
2.41,31.05,4.93,7.09,2.26,0.44,0.14,157.34,32.57,10.87,11
3.45,31.05,5.89,10.22,2.93,0.42,0.18,157.34,32.57,10.87,12
2.94,58.15,8.86,9.66,1.18,0.56,0.12,107.44,40.15,140.67,1
3.63,58.15,9.32,11.8,2.04,0.62,0.18,107.44,40.15,140.67,2
3.42,58.15,6.92,7.23,0.93,0.5,0.18,107.44,40.15,140.67,3
2.44,58.15,4.94,5.88,1.65,0.36,0.12,107.44,40.15,140.67,4
2.15,58.15,3.43,4.39,2.45,0.42,0.1,107.44,40.15,140.67,5
1.42,58.15,5.4,7.63,2.11,0.38,0.05,107.44,40.15,140.67,6
0.21,58.15,7.62,12.32,0.58,0,0.01,107.44,40.15,140.67,7
0.03,58.15,1.65,1.26,0,0.5,0,107.44,40.15,140.67,8
0.81,58.15,5.67,14.31,3.36,0.25,0.04,107.44,40.15,140.67,9
2.71,58.15,6.7,7.96,2.91,0.48,0.12,107.44,40.15,140.67,10
3.23,58.15,7.57,9.25,1.84,0.38,0.17,107.44,40.15,140.67,11
3.61,58.15,8.68,11.7,3.21,0.54,0.18,107.44,40.15,140.67,12
4.93,67.59,7.87,13.26,1.84,0.32,0.15,7.45,28.08,1.13,1
3.47,67.59,5.14,11.32,4.47,0.19,0.12,7.45,28.08,1.13,2
6,67.59,10.93,14.54,1.78,0.39,0.1,7.45,28.08,1.13,3
5.51,67.59,10.04,19.62,2.92,0.27,0.14,7.45,28.08,1.13,4
8.21,67.59,11.68,17.83,2.91,0.37,0.12,7.45,28.08,1.13,5
6.96,67.59,10.01,14.43,2.26,0.49,0.11,7.45,28.08,1.13,6
8.41,67.59,14.95,18.12,1.45,0.55,0.1,7.45,28.08,1.13,7
3.47,67.59,6.1,8.33,2.39,0.45,0.15,7.45,28.08,1.13,8
9.66,67.59,11.28,17.83,3.02,0.46,0.22,7.45,28.08,1.13,9
4.43,67.59,7.37,11.4,3.74,0.34,0.14,7.45,28.08,1.13,10
7.07,67.59,9.28,33.66,6.58,0.27,0.13,7.45,28.08,1.13,11
2.42,67.59,4.27,6.85,2.61,0.29,0.1,7.45,28.08,1.13,12
0.44,51.31,1.52,2.39,2.89,0.27,0.08,439.02,46.9,1134.24,1
0.9,51.31,2.33,2.53,1.49,0.32,0.12,439.02,46.9,1134.24,2
1.35,51.31,3.35,5.29,4.05,0.4,0.16,439.02,46.9,1134.24,3
2.1,51.31,5.5,8.08,2.42,0.37,0.14,439.02,46.9,1134.24,4
2.41,51.31,5.16,6.6,2.22,0.47,0.2,439.02,46.9,1134.24,5
3.79,51.31,5.21,7.46,3.37,0.58,0.23,439.02,46.9,1134.24,6
6.61,51.31,9.39,15.08,4.86,0.49,0.2,439.02,46.9,1134.24,7
4.23,51.31,5.66,7.88,2.9,0.56,0.19,439.02,46.9,1134.24,8
4.08,51.31,5.79,9.45,2.98,0.45,0.16,439.02,46.9,1134.24,9
2.09,51.31,6.43,8.09,2.04,0.59,0.17,439.02,46.9,1134.24,10
1.13,51.31,3.16,4.44,2.55,0.38,0.13,439.02,46.9,1134.24,11
0.79,51.31,1.77,2.18,1.92,0.32,0.18,439.02,46.9,1134.24,12
4.24,64.55,8.29,11.16,3.15,0.49,0.13,57.04,33.46,97.56,1
4.65,64.55,8.07,10.44,1.62,0.43,0.17,57.04,33.46,97.56,2
4.03,64.55,6.5,7.93,1.96,0.54,0.11,57.04,33.46,97.56,3
3.64,64.55,7.47,12.3,4.06,0.43,0.15,57.04,33.46,97.56,4
6.45,64.55,8.83,14.4,2.45,0.49,0.16,57.04,33.46,97.56,5
6.06,64.55,7.1,10.1,2.46,0.6,0.17,57.04,33.46,97.56,6
10.05,64.55,8.77,13.35,3.9,0.54,0.24,57.04,33.46,97.56,7
4.99,64.55,6.81,8.95,2.52,0.6,0.18,57.04,33.46,97.56,8
6.67,64.55,7.88,16.23,3.45,0.52,0.17,57.04,33.46,97.56,9
5.2,64.55,10.75,20.89,3.34,0.58,0.13,57.04,33.46,97.56,10
5.25,64.55,8.69,13.79,2.55,0.43,0.15,57.04,33.46,97.56,11
4.47,64.55,7.84,11.58,2.01,0.52,0.19,57.04,33.46,97.56,12
1.56,80.55,2.56,3.36,3.41,0.39,0.2,198.53,43.88,1156.11,1
1.68,80.55,2.9,4.1,2.52,0.33,0.21,198.53,43.88,1156.11,2
2.61,80.55,4.76,6.36,2.67,0.43,0.23,198.53,43.88,1156.11,3
4.78,80.55,6.86,8.91,1.96,0.55,0.31,198.53,43.88,1156.11,4
6.02,80.55,8.99,11.53,1.98,0.51,0.3,198.53,43.88,1156.11,5
7.54,80.55,9.32,12.64,2.71,0.51,0.3,198.53,43.88,1156.11,6
8.23,80.55,9.68,14.71,3.23,0.38,0.27,198.53,43.88,1156.11,7
8.07,80.55,9.62,15.12,3.69,0.41,0.27,198.53,43.88,1156.11,8
6.49,80.55,9.09,13.18,2.42,0.38,0.28,198.53,43.88,1156.11,9
5.71,80.55,7.39,10.88,2.4,0.42,0.22,198.53,43.88,1156.11,10
2.39,80.55,4.03,4.8,2.3,0.42,0.18,198.53,43.88,1156.11,11
2.7,80.55,4.4,6.72,3.6,0.38,0.27,198.53,43.88,1156.11,12
2.24,58.33,3.1,5.44,2.89,0.4,0.24,221.6,44.53,208.17,1
3.13,58.33,4.44,7.11,3.71,0.4,0.23,221.6,44.53,208.17,2
1.85,58.33,3.5,5.95,2.82,0.51,0.2,221.6,44.53,208.17,3
3.03,58.33,5.05,5.58,2.17,0.52,0.28,221.6,44.53,208.17,4
3.72,58.33,6.31,7.61,2.53,0.5,0.26,221.6,44.53,208.17,5
4.53,58.33,5.43,8.24,3.1,0.53,0.27,221.6,44.53,208.17,6
5.15,58.33,6.73,7.83,1.92,0.59,0.23,221.6,44.53,208.17,7
4.46,58.33,6.07,11.1,4.81,0.54,0.24,221.6,44.53,208.17,8
3,58.33,4.84,5.35,1.76,0.41,0.2,221.6,44.53,208.17,9
4.3,58.33,6.7,11.11,3.5,0.53,0.23,221.6,44.53,208.17,10
2.24,58.33,3.69,5.66,2.31,0.46,0.22,221.6,44.53,208.17,11
4.23,58.33,4.99,6.84,3.15,0.53,0.31,221.6,44.53,208.17,12
5.11,189.72,12.12,14.25,2.13,0.81,0.39,3.51,46.16,0.86,1
4.08,189.72,7.92,8.88,1.85,0.79,0.39,3.51,46.16,0.86,2
4.72,189.72,9.91,10.36,1.89,0.8,0.46,3.51,46.16,0.86,3
3.49,189.72,6.93,7.94,2.23,0.72,0.46,3.51,46.16,0.86,4
2.85,189.72,5.69,7.99,2.67,0.68,0.31,3.51,46.16,0.86,5
2.02,189.72,3.71,5.25,3.36,0.57,0.27,3.51,46.16,0.86,6
1.61,189.72,3.11,4.49,2.26,0.43,0.2,3.51,46.16,0.86,7
1.76,189.72,3.73,7.28,4.79,0.47,0.19,3.51,46.16,0.86,8
3.37,189.72,4.44,6.63,2.51,0.63,0.29,3.51,46.16,0.86,9
5.61,189.72,9.56,12.06,2.42,0.75,0.38,3.51,46.16,0.86,10
5.55,189.72,12.85,15.18,2.6,0.83,0.4,3.51,46.16,0.86,11
5.81,189.72,11.7,12.19,2.03,0.82,0.39,3.51,46.16,0.86,12
1.36,83.86,4.87,6.63,1.62,0.28,0.06,263.65,37.33,841.32,1
2.15,83.86,4.81,6.03,2.8,0.32,0.11,263.65,37.33,841.32,2
3.8,83.86,7.32,9.64,1.68,0.36,0.13,263.65,37.33,841.32,3
5.9,83.86,10.48,13.6,2.49,0.47,0.22,263.65,37.33,841.32,4
7.97,83.86,10.44,14.79,2.92,0.41,0.29,263.65,37.33,841.32,5
11.51,83.86,15.09,18.26,2.02,0.27,0.24,263.65,37.33,841.32,6
10.7,83.86,14.6,21.48,1.94,0.33,0.17,263.65,37.33,841.32,7
9.53,83.86,12.67,18.12,2.35,0.43,0.16,263.65,37.33,841.32,8
7.49,83.86,12.29,17.3,3.74,0.32,0.17,263.65,37.33,841.32,9
8.27,83.86,12.4,21.22,3.61,0.36,0.16,263.65,37.33,841.32,10
4.45,83.86,10.43,16.71,2.67,0.28,0.13,263.65,37.33,841.32,11
3.09,83.86,6.3,10.35,2.9,0.25,0.11,263.65,37.33,841.32,12
2.38,32.6,5.62,7.63,2.57,0.65,0.12,12.99,37.36,10.27,1
2.15,32.6,5.4,7.62,2.68,0.56,0.17,12.99,37.36,10.27,2
1.66,32.6,3.83,4.16,1.35,0.41,0.16,12.99,37.36,10.27,3
1.41,32.6,4.16,4.39,1.36,0.35,0.1,12.99,37.36,10.27,4
0.15,32.6,1.81,2.16,1.77,0.11,0.02,12.99,37.36,10.27,5
0.36,32.6,3.99,8.31,1.8,0,0.02,12.99,37.36,10.27,6
0.02,32.6,0.38,0.18,0,0,0.01,12.99,37.36,10.27,8
0.05,32.6,1.02,1.08,0,0,0.01,12.99,37.36,10.27,9
1.09,32.6,4.53,11.16,4.15,0.46,0.06,12.99,37.36,10.27,10
2.08,32.6,3.28,4.23,1.78,0.38,0.17,12.99,37.36,10.27,11
2.59,32.6,4.72,6.34,3.07,0.43,0.17,12.99,37.36,10.27,12
5.45,174.93,10.8,14.77,3.58,0.79,0.29,4.11,46.97,0.21,1
3.22,174.93,6.28,7.03,2.07,0.8,0.37,4.11,46.97,0.21,2
3.73,174.93,8.91,10.26,2.11,0.8,0.47,4.11,46.97,0.21,3
2.64,174.93,5.94,6.14,2.18,0.75,0.32,4.11,46.97,0.21,4
1.6,174.93,4.9,6.06,1.91,0.61,0.18,4.11,46.97,0.21,5
1.43,174.93,3.96,4.64,2.26,0.55,0.2,4.11,46.97,0.21,6
1.21,174.93,4.37,5.26,1.93,0.5,0.13,4.11,46.97,0.21,7
2.06,174.93,4.5,6.63,2.42,0.49,0.12,4.11,46.97,0.21,8
2.91,174.93,5.17,6.38,2.04,0.59,0.21,4.11,46.97,0.21,9
4.02,174.93,9.9,11.56,2.29,0.7,0.32,4.11,46.97,0.21,10
5.47,174.93,12.37,13.63,2.09,0.85,0.27,4.11,46.97,0.21,11
4.34,174.93,9.85,9.53,1.65,0.85,0.35,4.11,46.97,0.21,12
1.74,61.82,2.84,4.51,2.86,0.39,0.29,61.22,44.94,385.07,1
1.96,61.82,3.38,5.66,3.25,0.43,0.27,61.22,44.94,385.07,2
1.65,61.82,3.79,4.22,1.86,0.43,0.26,61.22,44.94,385.07,3
2.69,61.82,5.02,5.84,1.76,0.47,0.36,61.22,44.94,385.07,4
3.8,61.82,5.75,7.99,2.67,0.54,0.31,61.22,44.94,385.07,5
5.85,61.82,5.94,7.79,2.22,0.61,0.37,61.22,44.94,385.07,6
5,61.82,6.01,7.57,1.9,0.49,0.3,61.22,44.94,385.07,7
4.98,61.82,5.7,7.32,2.02,0.5,0.32,61.22,44.94,385.07,8
3.42,61.82,5.98,9.86,5,0.55,0.21,61.22,44.94,385.07,9
3.39,61.82,6.42,8.88,2.42,0.52,0.25,61.22,44.94,385.07,10
2.3,61.82,4.11,4.78,2.13,0.5,0.29,61.22,44.94,385.07,11
2.58,61.82,4.05,4.99,2.32,0.46,0.38,61.22,44.94,385.07,12
0.83,50.27,3.03,5.06,2.95,0.41,0.05,390.35,35.39,676.49,1
2.93,50.27,6.65,8.1,1.85,0.46,0.12,390.35,35.39,676.49,2
3.94,50.27,9.45,14.65,2.73,0.51,0.11,390.35,35.39,676.49,3
3.69,50.27,5.74,9.59,3.05,0.41,0.13,390.35,35.39,676.49,4
4.85,50.27,8.81,13.4,2.46,0.46,0.14,390.35,35.39,676.49,5
3.61,50.27,12.16,14.55,1.61,0.59,0.09,390.35,35.39,676.49,6
4.68,50.27,10.24,13.36,2.22,0.51,0.06,390.35,35.39,676.49,7
6.6,50.27,14.27,22.23,2.83,0.42,0.1,390.35,35.39,676.49,8
3.89,50.27,8.35,10.02,1.9,0.48,0.09,390.35,35.39,676.49,9
3.69,50.27,7.33,13.06,2.86,0.39,0.14,390.35,35.39,676.49,10
1.61,50.27,6.5,8.08,1.33,0.54,0.08,390.35,35.39,676.49,11
1.75,50.27,2.9,3.94,1.94,0.47,0.08,390.35,35.39,676.49,12
3.35,85.72,7.32,10.57,2.08,0.47,0.22,23.43,39.37,14.86,1
3.36,85.72,6.74,7.87,1.52,0.5,0.25,23.43,39.37,14.86,2
4.57,85.72,9.07,12.7,2.45,0.56,0.27,23.43,39.37,14.86,3
4,85.72,6.94,9.14,2.62,0.59,0.27,23.43,39.37,14.86,4
4.24,85.72,6.99,10.37,2.88,0.45,0.24,23.43,39.37,14.86,5
7.37,85.72,9.53,12.19,1.67,0.56,0.2,23.43,39.37,14.86,6
8.39,85.72,10.28,15.07,3.19,0.5,0.24,23.43,39.37,14.86,7
8.74,85.72,9.4,18.47,3.37,0.47,0.24,23.43,39.37,14.86,8
4.77,85.72,8.23,13.71,2.63,0.55,0.18,23.43,39.37,14.86,9
5.02,85.72,7.61,14.65,5.27,0.47,0.24,23.43,39.37,14.86,10
4.1,85.72,7.27,9.07,1.79,0.46,0.18,23.43,39.37,14.86,11
4.72,85.72,8.42,11.06,2.1,0.55,0.25,23.43,39.37,14.86,12
3.73,88.97,6.75,9.36,1.93,0.44,0.33,1.3,41.07,0.21,1
4.14,88.97,7.35,9.67,2.16,0.47,0.32,1.3,41.07,0.21,2
5.26,88.97,8.6,13.07,3.35,0.44,0.28,1.3,41.07,0.21,3
4.96,88.97,7.9,10.74,1.75,0.48,0.28,1.3,41.07,0.21,4
5.21,88.97,7.79,9.5,1.82,0.5,0.27,1.3,41.07,0.21,5
7.2,88.97,7.35,12.22,4.35,0.44,0.26,1.3,41.07,0.21,6
8.62,88.97,8.05,13.13,2.81,0.55,0.26,1.3,41.07,0.21,7
8.17,88.97,11.61,18.61,3.29,0.34,0.17,1.3,41.07,0.21,8
7.32,88.97,10.34,16.68,3.02,0.46,0.25,1.3,41.07,0.21,9
7,88.97,9.51,11.54,1.89,0.52,0.27,1.3,41.07,0.21,10
4.7,88.97,8.54,11.11,2.24,0.37,0.2,1.3,41.07,0.21,11
6.37,88.97,9.15,12.86,2.47,0.45,0.34,1.3,41.07,0.21,12
2.01,84.06,3.71,4.51,2.2,0.62,0.37,370.19,39.64,252.82,1
2.37,84.06,4.54,5.86,1.93,0.56,0.35,370.19,39.64,252.82,2
2.91,84.06,5.21,5.73,1.75,0.56,0.31,370.19,39.64,252.82,3
3.36,84.06,5.97,6.4,1.44,0.66,0.3,370.19,39.64,252.82,4
4.96,84.06,6.51,8.18,3.1,0.64,0.31,370.19,39.64,252.82,5
5.11,84.06,6.26,8.16,2.56,0.61,0.34,370.19,39.64,252.82,6
6.93,84.06,10.34,13.21,1.7,0.66,0.23,370.19,39.64,252.82,7
5.09,84.06,7.37,9.81,1.84,0.55,0.26,370.19,39.64,252.82,8
5.17,84.06,6.66,10.29,2.74,0.57,0.26,370.19,39.64,252.82,9
3.44,84.06,6.49,8.43,2.65,0.61,0.15,370.19,39.64,252.82,10
2.61,84.06,5.8,6.75,1.89,0.62,0.22,370.19,39.64,252.82,11
2.54,84.06,5.19,7.03,2.66,0.57,0.37,370.19,39.64,252.82,12
0.97,5.81,4.56,5.52,1.98,0.32,0.05,668.55,36.21,379.32,1
0.78,5.81,2.72,4.23,2.65,0.23,0.06,668.55,36.21,379.32,2
0.34,5.81,1.96,1.88,0.81,0.29,0.02,668.55,36.21,379.32,3
1.07,5.81,7.08,13.67,2.05,0,0.03,668.55,36.21,379.32,4
0.09,5.81,0.93,0.73,0.58,0.33,0.01,668.55,36.21,379.32,5
0.75,5.81,4.37,4.77,1.4,0.25,0.02,668.55,36.21,379.32,7
0.93,5.81,4.25,5.86,1.5,0.27,0.03,668.55,36.21,379.32,8
0.68,5.81,5.62,4.4,0.52,0.25,0.02,668.55,36.21,379.32,9
0.94,5.81,2.8,3.63,1.83,0.4,0.04,668.55,36.21,379.32,10
0.18,5.81,1.52,1.58,0.8,0.25,0.01,668.55,36.21,379.32,11
0.92,5.81,2.44,3.09,1.47,0.3,0.07,668.55,36.21,379.32,12
3.17,80.97,5.35,6.1,1.69,0.4,0.26,122.18,45.65,119.67,1
2.64,80.97,5.57,6.43,1.73,0.45,0.25,122.18,45.65,119.67,2
2.72,80.97,6.17,8.32,2.6,0.41,0.29,122.18,45.65,119.67,3
4.05,80.97,7.06,10.11,3.21,0.55,0.25,122.18,45.65,119.67,4
3.87,80.97,6.09,6.94,1.86,0.59,0.31,122.18,45.65,119.67,5
5.52,80.97,7.81,9.8,1.72,0.59,0.29,122.18,45.65,119.67,6
4.04,80.97,5.5,7.07,2.2,0.57,0.33,122.18,45.65,119.67,7
7.08,80.97,7.83,12.24,2.73,0.6,0.26,122.18,45.65,119.67,8
4.03,80.97,7.53,13.87,4.7,0.6,0.25,122.18,45.65,119.67,9
5.4,80.97,8.2,12.2,2.92,0.48,0.3,122.18,45.65,119.67,10
4.34,80.97,7.85,10.41,2.31,0.45,0.24,122.18,45.65,119.67,11
3.43,80.97,7.08,9.1,2.92,0.5,0.35,122.18,45.65,119.67,12
8.48,107.7,13.02,19.98,2.49,0.36,0.21,2.58,30.12,38.6,1
5.21,107.7,7.47,11.55,3.69,0.34,0.24,2.58,30.12,38.6,2
9.42,107.7,11.18,19.45,2.44,0.41,0.18,2.58,30.12,38.6,3
9.97,107.7,12.3,19.45,2.24,0.35,0.18,2.58,30.12,38.6,4
13.56,107.7,14.05,25.07,2.69,0.43,0.19,2.58,30.12,38.6,5
13.17,107.7,12.32,23.1,4.05,0.58,0.22,2.58,30.12,38.6,6
11.63,107.7,12.57,19.46,2.91,0.56,0.21,2.58,30.12,38.6,7
11.57,107.7,14.08,23.09,3.35,0.59,0.25,2.58,30.12,38.6,8
8.19,107.7,10.46,17.49,2.55,0.57,0.17,2.58,30.12,38.6,9
8.94,107.7,10.88,19.41,2.54,0.38,0.2,2.58,30.12,38.6,10
10.07,107.7,10.03,15.75,2.92,0.36,0.2,2.58,30.12,38.6,11
8.25,107.7,11.68,18.02,2.92,0.38,0.26,2.58,30.12,38.6,12
2.06,50.72,2.73,3.63,2.24,0.52,0.28,180.13,44.02,735.17,1
1.93,50.72,2.85,4.2,2.99,0.44,0.3,180.13,44.02,735.17,2
3.22,50.72,3.83,5.98,2.98,0.38,0.23,180.13,44.02,735.17,3
3.37,50.72,6.61,7.64,1.58,0.38,0.21,180.13,44.02,735.17,4
3.5,50.72,5.47,7.17,2.88,0.43,0.22,180.13,44.02,735.17,5
5.42,50.72,7.85,10.3,2.68,0.49,0.22,180.13,44.02,735.17,6
6.01,50.72,5.83,8.91,3.43,0.41,0.19,180.13,44.02,735.17,7
5.61,50.72,5.91,8.5,2.19,0.38,0.2,180.13,44.02,735.17,8
4.82,50.72,7.19,10.51,2.14,0.48,0.19,180.13,44.02,735.17,9
3.58,50.72,6.55,8.25,2.03,0.58,0.24,180.13,44.02,735.17,10
1.75,50.72,3.39,3.76,2,0.47,0.21,180.13,44.02,735.17,11
1.51,50.72,2.56,3.27,2.38,0.54,0.29,180.13,44.02,735.17,12
4.03,60.95,6.26,12.45,3.3,0.42,0.27,0.34,29.56,0.52,1
3.24,60.95,5.4,10.91,3.09,0.44,0.31,0.34,29.56,0.52,2
5.71,60.95,5.01,13.31,4.64,0.54,0.24,0.34,29.56,0.52,3
4.2,60.95,4.91,8.89,2.94,0.38,0.24,0.34,29.56,0.52,4
1.69,60.95,2.95,5.18,2.37,0.49,0.16,0.34,29.56,0.52,5
2.59,60.95,3.77,7.37,3.73,0.55,0.13,0.34,29.56,0.52,6
7.53,60.95,8.09,14.34,3.12,0.44,0.19,0.34,29.56,0.52,7
6.95,60.95,10.6,23.25,6.15,0.64,0.18,0.34,29.56,0.52,8
4.27,60.95,6.71,13.93,3.95,0.51,0.19,0.34,29.56,0.52,9
2.61,60.95,4.14,11.5,5.6,0.58,0.18,0.34,29.56,0.52,10
3.53,60.95,4.33,12.42,5.74,0.47,0.19,0.34,29.56,0.52,11
3.99,60.95,6.64,10.75,2.77,0.63,0.21,0.34,29.56,0.52,12
6.49,117.41,9.75,12.8,2.37,0.58,0.23,1.3,30.05,11.39,1
6.37,117.41,11.91,15.22,2.46,0.48,0.19,1.3,30.05,11.39,2
11.02,117.41,12.84,20.92,2.64,0.33,0.19,1.3,30.05,11.39,3
6.46,117.41,10.94,18.19,3.28,0.44,0.15,1.3,30.05,11.39,4
6.81,117.41,14.87,17.14,1.66,0.47,0.11,1.3,30.05,11.39,5
6.33,117.41,9.93,10.41,1.21,0.53,0.26,1.3,30.05,11.39,6
6.92,117.41,10.11,11.04,1.56,0.58,0.26,1.3,30.05,11.39,7
10.58,117.41,16.12,18.43,1.51,0.65,0.27,1.3,30.05,11.39,8
6.64,117.41,10.87,13.15,1.85,0.49,0.2,1.3,30.05,11.39,9
6.27,117.41,11.36,21.05,3.95,0.65,0.13,1.3,30.05,11.39,10
2.82,117.41,4.55,8.13,3.62,0.53,0.12,1.3,30.05,11.39,11
7.48,117.41,11.15,17.95,2.82,0.56,0.23,1.3,30.05,11.39,12
5.03,111.74,9.26,14.18,2.86,0.45,0.16,214.26,34.55,531.2,1
5.53,111.74,10.83,13.25,1.4,0.41,0.14,214.26,34.55,531.2,2
8.22,111.74,12.68,13.2,1.39,0.5,0.26,214.26,34.55,531.2,3
9.88,111.74,13.02,18.05,2.12,0.47,0.22,214.26,34.55,531.2,4
10.3,111.74,14.49,18.14,1.92,0.57,0.22,214.26,34.55,531.2,5
7.13,111.74,10.24,15.61,3.01,0.45,0.18,214.26,34.55,531.2,6
9.86,111.74,11.67,14.2,1.82,0.45,0.21,214.26,34.55,531.2,7
8.76,111.74,15.7,22.22,2.24,0.53,0.15,214.26,34.55,531.2,8
6.49,111.74,15.25,22.6,2.28,0.57,0.12,214.26,34.55,531.2,9
8.48,111.74,12.87,15.29,1.5,0.55,0.21,214.26,34.55,531.2,10
6.46,111.74,11.19,16.56,2.91,0.48,0.14,214.26,34.55,531.2,11
6.86,111.74,12.06,17.8,2.69,0.45,0.22,214.26,34.55,531.2,12
3.36,55.44,5.48,8.47,2.85,0.36,0.24,13.43,42.19,14.17,1
2.61,55.44,5.18,6.14,1.77,0.38,0.21,13.43,42.19,14.17,2
3.53,55.44,6.42,8.84,2.78,0.33,0.21,13.43,42.19,14.17,3
4.12,55.44,5.9,9.4,2.78,0.43,0.25,13.43,42.19,14.17,4
3.28,55.44,4.34,6.81,2.38,0.47,0.24,13.43,42.19,14.17,5
3.81,55.44,5.9,8.5,2.68,0.37,0.25,13.43,42.19,14.17,6
5.19,55.44,5.5,9.56,2.59,0.35,0.25,13.43,42.19,14.17,7
4.93,55.44,4.17,6,2.36,0.27,0.26,13.43,42.19,14.17,8
5.11,55.44,5.46,8.29,2.88,0.38,0.21,13.43,42.19,14.17,9
5.32,55.44,8.64,14.21,3.2,0.37,0.24,13.43,42.19,14.17,10
